CVE,Severity,Year,Month,Patches,Affected Versions,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_huawei
CVE-2019-14088,Medium,2021,5,Android Security Bulletins,,CWE-416,"Possible use after free issue while CRM is accessing the link pointer from device private data due to lack of resource protection in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8009, MDM9206, MDM9207C, MDM9607, QCS605, SDM429W, SDX24, SM8150, SXR1130",,2020-02-07T05:15:12.873,2020-02-12T17:15:56.470,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2021-05-01
CVE-2019-10623,Medium,2021,5,Android Security Bulletins,,CWE-190,"Possible integer overflow can happen in host driver while processing user controlled string due to improper validation on data received. in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in QCN7605, QCS605, Rennell, SC8180X, SDA845, SDM710, SDX24, SDX55, SM7150, SM8150, SM8250, SXR2130",,2020-04-16T11:15:14.057,2020-08-24T17:37:01.140,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,HIGH,7.1,HIGH,Integer Overflow or Wraparound,2021-05-01
CVE-2019-10620,Medium,2021,5,Android Security Bulletins,,CWE-120,"Kernel memory error in debug module due to improper check of user data length before copying into memory in Snapdragon Auto, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in APQ8096AU, APQ8098, MSM8996AU, QCN7605, SDM439, SDX24, SM8150",,2020-04-16T11:15:13.870,2020-04-22T15:22:55.260,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2021-05-01
CVE-2019-10624,Medium,2021,5,Android Security Bulletins,,CWE-119,"While handling the vendor command there is an integer truncation issue that could yield a buffer overflow due to int data type copied to u8 data type in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile in APQ8096AU, MSM8996AU, QCA6574AU, QCN7605, Rennell, SC8180X, SDM710, SDX55, SM7150, SM8150, SM8250, SXR2130",,2020-04-16T11:15:14.103,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2021-05-01
CVE-2019-10624,Medium,2021,5,Android Security Bulletins,,CWE-681,"While handling the vendor command there is an integer truncation issue that could yield a buffer overflow due to int data type copied to u8 data type in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile in APQ8096AU, MSM8996AU, QCA6574AU, QCN7605, Rennell, SC8180X, SDM710, SDX55, SM7150, SM8150, SM8250, SXR2130",,2020-04-16T11:15:14.103,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Conversion between Numeric Types,2021-05-01
CVE-2019-14037,Medium,2021,5,Android Security Bulletins,,CWE-416,"Close and bind operations done on a socket can lead to a Use-After-Free condition. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8009, APQ8053, APQ8096AU, APQ8098, MDM9206, MDM9207C, MDM9607, MDM9640, MDM9650, MSM8905, MSM8909W, MSM8996, MSM8996AU, QCN7605, QCN7606, QCS605, SC8180X, SDA660, SDA845, SDM439, SDM630, SDM636, SDM660, SDM670, SDM710, SDM845, SDX20, SDX24, SDX55, SM8150, SXR1130",,2020-07-30T12:15:11.333,2020-07-31T13:55:19.537,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2021-05-01
CVE-2020-3646,Medium,2021,5,Android Security Bulletins,,CWE-120,"u'Buffer overflow seen as the destination buffer size is lesser than the source buffer size in video application' in Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in Bitra, MSM8909W, QCM2150, QCS405, QCS605, Saipan, SC8180X, SDA845, SDM429W, SDX24, SDX55, SM6150, SM7150, SM8150, SM8250, SXR2130",,2020-09-08T10:15:15.747,2020-09-14T16:46:54.967,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2021-05-01
CVE-2019-10564,Medium,2021,5,Android Security Bulletins,,CWE-125,"Possible OOB issue in EEPROM due to lack of check while accessing memory map array at the time of reading operation in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8009, APQ8053, MSM8909W, MSM8917, MSM8953, Nicobar, QCS405, QCS605, QM215, SA6155P, SDA845, SDM429, SDM439, SDM450, SDM632, SDM670, SDM710, SDM845, SDX24, SDX55, SM6150, SM7150, SM8150, SM8250, SXR1130, SXR2130",,2019-12-18T06:15:12.177,2019-12-23T17:18:01.673,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2021-05-01
CVE-2019-14099,Medium,2021,5,Android Security Bulletins,,CWE-120,"Device misbehavior may be observed when incorrect offset, length or number of buffers is passed by user space in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in APQ8053, MDM9206, MDM9207C, MDM9607, MSM8909W, MSM8917, MSM8953, Nicobar, QCM2150, QCS405, QCS605, QM215, Saipan, SC8180X, SDA845, SDM429, SDM429W, SDM439, SDM450, SDM632, SDX24, SDX55, SM6150, SM7150, SM8150, SM8250, SXR1130, SXR2130",,2020-07-30T12:15:11.457,2020-07-31T13:45:04.503,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2021-05-01
CVE-2020-11121,Medium,2021,5,Android Security Bulletins,,CWE-120,"u'Possible buffer overflow in WIFI hal process due to usage of memcpy without checking length of destination buffer' in Snapdragon Auto, Snapdragon Compute, Snapdragon Industrial IOT, Snapdragon Mobile in QCM4290, QCS4290, QM215, QSM8350, SA6145P, SA6155, SA6155P, SA8155, SA8155P, SC8180X, SC8180XP, SDX55, SDX55M, SM4250, SM4250P, SM6115, SM6115P, SM6125, SM6250, SM6350, SM7125, SM7225, SM7250, SM7250P, SM8150, SM8150P, SM8250, SM8350, SM8350P, SXR2130, SXR2130P",,2020-11-12T10:15:11.890,2020-11-19T21:15:32.827,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2021-05-01
CVE-2020-11130,Medium,2021,5,Android Security Bulletins,,CWE-120,"u'Possible buffer overflow in WIFI hal process due to copying data without checking the buffer length' in Snapdragon Auto, Snapdragon Compute, Snapdragon Industrial IOT, Snapdragon Mobile in QCM4290, QCS4290, QM215, QSM8350, SA6145P, SA6155, SA6155P, SA8155, SA8155P, SC8180X, SC8180XP, SDX55, SDX55M, SM4250, SM4250P, SM6115, SM6115P, SM6125, SM6250, SM6350, SM7125, SM7225, SM7250, SM7250P, SM8150, SM8150P, SM8250, SM8350, SM8350P, SXR2130, SXR2130P",,2020-11-12T10:15:12.157,2020-11-19T18:03:37.197,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2021-05-01
CVE-2020-11148,Medium,2021,5,Android Security Bulletins,,CWE-416,"Use after free issue in HIDL while using callback to post event in Rx thread when internal mutex is not acquired and meantime close is triggered and callback instance is deleted in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2021-01-21T10:15:13.683,2021-01-29T19:18:54.403,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Use After Free,2021-05-01
CVE-2020-11150,Medium,2021,5,Android Security Bulletins,,CWE-119,"Out of bound memory access in camera driver due to improper validation on data coming from UMD which is used for offset manipulation of pointer in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-01-21T10:15:13.807,2021-01-30T00:29:06.307,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Improper Restriction of Operations within the Bounds of a Memory Buffer,2021-05-01
CVE-2019-2284,Medium,2021,5,Android Security Bulletins,,CWE-362,"Possible use-after-free issue due to a race condition while calling camera ioctl concurrently in Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MSM8909W, QCS405, QCS605, Qualcomm 215, SD 425, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 845 / SD 850, SD 855, SDM439, SDX24",,2019-09-30T16:15:11.417,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-05-01
CVE-2019-2284,Medium,2021,5,Android Security Bulletins,,CWE-416,"Possible use-after-free issue due to a race condition while calling camera ioctl concurrently in Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables in MSM8909W, QCS405, QCS605, Qualcomm 215, SD 425, SD 439 / SD 429, SD 450, SD 625, SD 632, SD 665, SD 675, SD 712 / SD 710 / SD 670, SD 730, SD 845 / SD 850, SD 855, SDM439, SDX24",,2019-09-30T16:15:11.417,2021-07-21T11:39:23.747,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2021-05-01
CVE-2021-0486,High,2021,7,Android Security Bulletins,,CWE-276,"In onPackageAddedInternal of PermissionManagerService.java, there is possible access to external storage due to a permissions bypass. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11Android ID: A-171430330","Android-10, Android-11",2021-07-14T14:15:08.160,2021-07-15T22:30:01.087,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Default Permissions,2021-07-01
CVE-2020-27170,Medium,2021,7,Android Security Bulletins,,CWE-203,"An issue was discovered in the Linux kernel before 5.11.8. kernel/bpf/verifier.c performs undesirable out-of-bounds speculation on pointer arithmetic, leading to side-channel attacks that defeat Spectre mitigations and obtain sensitive information from kernel memory, aka CID-f232326f6966. This affects pointer types that do not define a ptr_limit.",5.11.8,2021-03-20T22:15:11.940,2023-11-07T03:20:50.290,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,NONE,NONE,4.7,MEDIUM,Observable Discrepancy,2021-07-01
CVE-2020-27171,Medium,2021,7,Android Security Bulletins,,CWE-193,"An issue was discovered in the Linux kernel before 5.11.8. kernel/bpf/verifier.c has an off-by-one error (with a resultant integer underflow) affecting out-of-bounds speculation on pointer arithmetic, leading to side-channel attacks that defeat Spectre mitigations and obtain sensitive information from kernel memory, aka CID-10d2bb2e6b1d.",5.11.8,2021-03-20T22:15:12.000,2023-11-07T03:20:50.370,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,HIGH,6.0,MEDIUM,Off-by-one Error,2021-07-01
CVE-2021-0534,Medium,2021,7,Android Security Bulletins,,CWE-1188,"In permission declarations of DeviceAdminReceiver.java, there is a possible lack of broadcast protection due to an insecure default value. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-170639543",Android-11,2021-06-22T11:15:08.117,2021-06-23T20:27:47.727,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Initialization of a Resource with an Insecure Default,2021-07-01
CVE-2021-0535,Medium,2021,7,Android Security Bulletins,,CWE-416,"In wpas_ctrl_msg_queue_timeout of ctrl_iface_unix.c, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-168314741",Android-11,2021-06-22T11:15:08.153,2021-06-23T20:30:35.100,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Use After Free,2021-07-01
CVE-2021-0537,Medium,2021,7,Android Security Bulletins,,CWE-1021,"In onCreate of WiFiInstaller.java, there is a possible way to install a malicious Hotspot 2.0 configuration due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-176756141",Android-11,2021-06-22T12:15:09.170,2021-06-24T18:09:11.243,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,7.3,HIGH,Improper Restriction of Rendered UI Layers or Frames,2021-07-01
CVE-2021-0538,Medium,2021,7,Android Security Bulletins,,CWE-1021,"In onCreate of EmergencyCallbackModeExitDialog.java, there is a possible exit of emergency callback mode due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-178821491",Android-11,2021-06-22T12:15:09.200,2021-06-24T16:52:16.097,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,7.3,HIGH,Improper Restriction of Rendered UI Layers or Frames,2021-07-01
CVE-2021-0539,Medium,2021,7,Android Security Bulletins,,CWE-862,"In archiveStoredConversation of MmsService.java, there is a possible way to archive message conversation without user consent due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-180419673",Android-11,2021-06-22T12:15:09.230,2022-07-12T17:42:04.277,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Authorization,2021-07-01
CVE-2021-0541,Medium,2021,7,Android Security Bulletins,,CWE-125,"In phNxpNciHal_ext_process_nfc_init_rsp of phNxpNciHal_ext.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure in the NFC server with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-169258455",Android-11,2021-06-22T12:15:09.287,2021-06-25T13:34:41.683,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Out-of-bounds Read,2021-07-01
CVE-2021-0542,Medium,2021,7,Android Security Bulletins,,CWE-668,"In updateNotification of BeamTransferManager.java, there is a missing permission check. This could lead to local information disclosure of paired Bluetooth addresses with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-168712890",Android-11,2021-06-22T12:15:09.317,2022-07-12T17:42:04.277,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Resource to Wrong Sphere,2021-07-01
CVE-2021-0544,Medium,2021,7,Android Security Bulletins,,CWE-787,"In phNxpNciHal_print_res_status of phNxpNciHal.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-169257710",Android-11,2021-06-22T12:15:09.370,2021-06-24T19:18:52.087,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2021-07-01
CVE-2021-0545,Medium,2021,7,Android Security Bulletins,,CWE-787,"In phNxpNciHal_print_res_status of phNxpNciHal.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege in the NFC server with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-169258884",Android-11,2021-06-22T12:15:09.400,2021-06-24T19:17:55.993,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2021-07-01
CVE-2021-0546,Medium,2021,7,Android Security Bulletins,,CWE-787,"In phNxpNciHal_print_res_status of phNxpNciHal.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-169258733",Android-11,2021-06-22T12:15:09.427,2021-06-24T19:01:03.463,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2021-07-01
CVE-2021-0547,Medium,2021,7,Android Security Bulletins,,CWE-862,"In onReceive of NetInitiatedActivity.java, there is a possible way to supply an attacker-controlled value to a GPS HAL handler due to a missing permission check. This could lead to local escalation of privilege that may result in undefined behavior in some HAL implementations with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174151048",Android-11,2021-06-22T12:15:09.457,2021-06-25T16:09:21.823,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Authorization,2021-07-01
CVE-2021-0548,Medium,2021,7,Android Security Bulletins,,CWE-787,"In rw_i93_send_to_lower of rw_i93.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-157650357",Android-11,2021-06-22T12:15:09.483,2021-06-25T13:40:59.967,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2021-07-01
CVE-2021-0549,Medium,2021,7,Android Security Bulletins,,CWE-532,"In sspRequestCallback of BondStateMachine.java, there is a possible leak of Bluetooth MAC addresses due to log information disclosure. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-183961896",Android-11,2021-06-22T12:15:09.513,2021-06-25T13:42:52.063,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Insertion of Sensitive Information into Log File,2021-07-01
CVE-2021-0553,Medium,2021,7,Android Security Bulletins,,CWE-74,"In onBindViewHolder of AppSwitchPreference.java, there is a possible bypass of device admin setttings due to unclear UI. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-169936038",Android-11,2021-06-22T12:15:09.697,2022-07-12T17:42:04.277,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,7.3,HIGH,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2021-07-01
CVE-2021-0555,Medium,2021,7,Android Security Bulletins,,CWE-476,"In RenderStruct of protostream_objectsource.cc, there is a possible crash due to a missing null check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-179161711",Android-11,2021-06-22T11:15:08.223,2021-06-24T12:59:55.810,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,NULL Pointer Dereference,2021-07-01
CVE-2021-0556,Medium,2021,7,Android Security Bulletins,,CWE-125,"In getBlockSum of fastcodemb.cpp, there is a possible out of bounds read due to a heap buffer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-172716941",Android-11,2021-06-22T11:15:08.253,2021-06-24T13:19:07.683,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2021-07-01
CVE-2021-0557,Medium,2021,7,Android Security Bulletins,,CWE-190,"In setRange of ABuffer.cpp, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-179046129",Android-11,2021-06-22T11:15:08.287,2021-06-23T20:36:25.597,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Integer Overflow or Wraparound,2021-07-01
CVE-2021-0557,Medium,2021,7,Android Security Bulletins,,CWE-787,"In setRange of ABuffer.cpp, there is a possible out of bounds write due to an integer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-179046129",Android-11,2021-06-22T11:15:08.287,2021-06-23T20:36:25.597,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2021-07-01
CVE-2021-0558,Medium,2021,7,Android Security Bulletins,,CWE-125,"In fillMainDataBuf of pvmp3_framedecoder.cpp, there is a possible out of bounds read due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-173473906",Android-11,2021-06-22T11:15:08.317,2021-06-24T13:18:50.670,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2021-07-01
CVE-2021-0559,Medium,2021,7,Android Security Bulletins,,CWE-125,"In Lag_max of p_ol_wgh.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-172312730",Android-11,2021-06-22T11:15:08.350,2021-06-24T13:17:16.097,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2021-07-01
CVE-2021-0561,Medium,2021,7,Android Security Bulletins,,CWE-787,"In append_to_verify_fifo_interleaved_ of stream_encoder.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174302683",Android-11,2021-06-22T11:15:08.387,2023-11-07T03:27:24.560,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Write,2021-07-01
CVE-2021-0562,Medium,2021,7,Android Security Bulletins,,CWE-125,"In RasterIntraUpdate of motion_est.cpp, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-176084648",Android-11,2021-06-22T11:15:08.423,2021-06-24T13:12:25.597,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Read,2021-07-01
CVE-2021-0564,Medium,2021,7,Android Security Bulletins,,CWE-362,"In decrypt of CryptoPlugin.cpp, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-176495665",Android-11,2021-06-22T11:15:08.490,2022-06-28T14:11:45.273,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-07-01
CVE-2021-0567,Medium,2021,7,Android Security Bulletins,,CWE-74,"In isRestricted of RemoteViews.java, there is a possible way to inject font files due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-179461812",Android-11,2021-06-22T11:15:08.593,2021-06-24T14:07:08.830,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2021-07-01
CVE-2021-0569,Medium,2021,7,Android Security Bulletins,,CWE-1021,"In onStart of ContactsDumpActivity.java, there is possible access to contacts due to a tapjacking/overlay attack. This could lead to local information disclosure with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174045870",Android-11,2021-06-22T11:15:08.657,2021-06-24T14:05:35.963,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,NONE,NONE,5.0,MEDIUM,Improper Restriction of Rendered UI Layers or Frames,2021-07-01
CVE-2021-0570,Medium,2021,7,Android Security Bulletins,,CWE-732,"In sendBugreportNotification of BugreportProgressService.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-178803845",Android-11,2021-06-22T11:15:08.693,2022-06-28T14:11:45.273,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Permission Assignment for Critical Resource,2021-07-01
CVE-2021-0572,Medium,2021,7,Android Security Bulletins,,CWE-732,"In doNotification of AccountManagerService.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-177931355",Android-11,2021-06-22T11:15:08.760,2022-06-28T14:11:45.273,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Incorrect Permission Assignment for Critical Resource,2021-07-01
CVE-2021-0606,Medium,2021,7,Android Security Bulletins,,CWE-416,"In drm_syncobj_handle_to_fd of drm_syncobj.c, there is a possible use after free due to incorrect refcounting. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-168034487",,2021-06-22T12:15:09.757,2021-06-25T16:18:52.490,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Use After Free,2021-07-01
CVE-2021-0605,Medium,2021,7,Android Security Bulletins,,CWE-125,"In pfkey_dump of af_key.c, there is a possible out-of-bounds read due to a missing bounds check. This could lead to local information disclosure in the kernel with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-110373476",,2021-06-22T12:15:09.730,2021-06-25T16:28:20.543,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,Out-of-bounds Read,2021-07-01
CVE-2021-1957,Medium,2021,10,Android Security Bulletins,,NVD-CWE-Other,"Improper Access Control when ACL link encryption is failed and ACL link is not disconnected during reconnection with paired device in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",,2021-09-09T08:15:24.423,2021-09-22T15:00:15.647,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,6.5,MEDIUM,,2021-10-01
