CVE,Year,Month,Patches,Affected Versions,Date_huawei,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity,vul_true_asb,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2023-21137,2023,7,Android Security Bulletins,,2023-07-01,2669,2023,06,6/1/23,,A-246541702,"https://android.googlesource.com/platform/frameworks/base/+/f11ce5d7cac6a128d3eefad2b8e94ca7dd054713"" rel=""noreferrer",DoS,High,"11, 12, 12L, 13",,,"In several methods of JobStore.java, uncaught exceptions in job map parsing could lead to local persistent denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-246541702","Android-11, Android-12, Android-12, Android-13",2023-06-15T19:15:10.043,2023-06-21T15:06:52.617,CWE-754,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Improper Check for Unusual or Exceptional Conditions,2023-06-01
CVE-2023-21143,2023,7,Android Security Bulletins,,2023-07-01,2670,2023,06,6/1/23,,A-268193777,"https://android.googlesource.com/platform/frameworks/base/+/1f673c4bc3eab42ccdf1538b2da2c3ca15b17795"" rel=""noreferrer",DoS,High,"11, 12, 12L, 13",,,"In multiple functions of multiple files, there is a possible way to make the device unusable due to improper input validation. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-268193777","Android-11, Android-12, Android-12, Android-13",2023-06-15T19:15:10.247,2023-06-22T16:55:04.980,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Improper Input Validation,2023-06-01
CVE-2023-21144,2023,7,Android Security Bulletins,,2023-07-01,2683,2023,06,6/1/23,,A-252766417,"https://android.googlesource.com/platform/frameworks/base/+/ca11a802bf5c40114d5ce2463b4c71f89658db86"" rel=""noreferrer",DoS,High,"11, 12, 12L, 13",,,"In doInBackground of NotificationContentInflater.java, there is a possible temporary denial or service due to long running operations. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-252766417","Android-11, Android-12, Android-12, Android-13",2023-06-15T19:15:10.287,2023-06-22T16:55:17.540,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,,2023-06-01
CVE-2023-21135,2023,7,Android Security Bulletins,,2023-07-01,2678,2023,06,6/1/23,,A-260570119,"https://android.googlesource.com/platform/packages/apps/Settings/+/5569a796551a070de685cc5df040f6a1501e4370"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/e4e2fbe1e38ce20b55326cecf18066790dcc5813"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In onCreate of NotificationAccessSettings.java, there is a possible failure to persist notifications settings due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-260570119","Android-11, Android-12, Android-12, Android-13",2023-06-15T19:15:09.960,2023-06-22T19:28:51.723,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2023-06-01
CVE-2023-21124,2023,7,Android Security Bulletins,,2023-07-01,2677,2023,06,6/1/23,,A-265798353,"https://android.googlesource.com/platform/packages/apps/Car/Settings/+/b38de797e506d274f80475c41844e568f171e985"" rel=""noreferrer,https://android.googlesource.com/platform/packages/apps/Car/Settings/+/f88226abae41f35c8b7cb9daa84675573882f7b3"" rel=""noreferrer,https://android.googlesource.com/platform/packages/apps/Settings/+/a1b811b82e2a876d65c70a23c9bcbf39060d898a"" rel=""noreferrer,https://android.googlesource.com/platform/packages/apps/TvSettings/+/f790bbbc373fcb9d50ee9a1a5e934d044c81624b"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In run of multiple files, there is a possible escalation of privilege due to unsafe deserialization. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-265798353","Android-11, Android-12, Android-12, Android-13",2023-06-15T19:15:09.673,2023-06-22T13:54:49.943,CWE-502,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Deserialization of Untrusted Data,2023-06-01
CVE-2023-21121,2023,7,Android Security Bulletins,,2023-07-01,2674,2023,06,6/1/23,,A-205460459,,EoP,High,"11, 12",,,"In onResume of AppManagementFragment.java, there is a possible way to prevent users from forgetting a previously connected VPN due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12Android ID: A-205460459","Android-11, Android-12",2023-06-15T19:15:09.547,2023-06-22T14:09:02.203,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2023-06-01
CVE-2023-21138,2023,7,Android Security Bulletins,,2023-07-01,2679,2023,06,6/1/23,,A-273260090,"https://android.googlesource.com/platform/packages/services/Telecomm/+/33368bad6f837f1084da8e71917653817e714b1d"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In onNullBinding of CallRedirectionProcessor.java, there is a possible long lived connection due to improper input validation. This could lead to local escalation of privilege and background activity launches with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-273260090","Android-11, Android-12, Android-12, Android-13",2023-06-15T19:15:10.083,2023-06-21T14:10:38.607,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2023-06-01
CVE-2023-21115,2023,7,Android Security Bulletins,,2023-07-01,2673,2023,06,6/1/23,,A-258834033,,EoP,High,"11, 12, 12L",,,"In btm_sec_encrypt_change of btm_sec.cc, there is a possible way to downgrade the link key type due to improperly used crypto. This could lead to paired device escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12LAndroid ID: A-258834033","Android-11, Android-12, Android-12",2023-06-15T19:15:09.467,2023-06-22T20:53:57.617,CWE-327,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Use of a Broken or Risky Cryptographic Algorithm,2023-06-01
CVE-2023-21657,2023,7,Android Security Bulletins,,2023-07-01,2697,2023,06,6/5/23,,"A-271880369,,QC-CR#3344305","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/43083949aaaf7534758132bcde10a3a30572bd69"" rel=""noreferrer",,High,,Audio,,Memoru corruption in Audio when ADSP sends input during record use case.,,2023-06-06T08:15:12.180,2024-04-12T17:16:48.560,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2023-06-01
CVE-2023-21657,2023,7,Android Security Bulletins,,2023-07-01,2697,2023,06,6/5/23,,"A-271880369,,QC-CR#3344305","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/43083949aaaf7534758132bcde10a3a30572bd69"" rel=""noreferrer",,High,,Audio,,Memoru corruption in Audio when ADSP sends input during record use case.,,2023-06-06T08:15:12.180,2024-04-12T17:16:48.560,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2023-06-01
CVE-2022-28349,2023,7,Android Security Bulletins,,2023-07-01,2685,2023,06,6/5/23,,A-278616909,,,High,,Mali,,"Arm Mali GPU Kernel Driver has a use-after-free: Midgard r28p0 through r29p0 before r30p0, Bifrost r17p0 through r23p0 before r24p0, and Valhall r19p0 through r23p0 before r24p0.",,2022-05-19T02:15:07.220,2022-05-28T02:11:37.030,CWE-416,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Use After Free,2023-06-01
CVE-2021-0701,2023,7,Android Security Bulletins,,2023-07-01,2687,2023,06,6/5/23,,A-277775870,,,High,,PowerVR-GPU,,"In PVRSRVBridgeSyncPrimOpCreate of the PowerVR kernel driver, a missing size check means there is a possible integer overflow that could allow out-of-bounds heap access. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-06-15T19:15:09.163,2023-06-30T22:15:09.567,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-06-01
CVE-2021-0945,2023,7,Android Security Bulletins,,2023-07-01,2688,2023,06,6/5/23,,A-278156680,,,High,,PowerVR-GPU,,"In _PMRCreate of the PowerVR kernel driver, a missing bounds check means it is possible to overwrite heap memory via PhysmemNewRamBackedPMR. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-06-15T19:15:09.217,2023-06-30T22:15:09.640,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-06-01
CVE-2023-21656,2023,7,Android Security Bulletins,,2023-07-01,2696,2023,06,6/5/23,,"A-271879673,,QC-CR#3346781","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/c7d3dd3ba9f9cf99945932947e12ba1bf39bcbba"" rel=""noreferrer",,High,,WLAN,,Memory corruption in WLAN HOST while receiving an WMI event from firmware.,,2023-06-06T08:15:12.103,2024-04-12T17:16:48.340,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2023-06-01
CVE-2023-21656,2023,7,Android Security Bulletins,,2023-07-01,2696,2023,06,6/5/23,,"A-271879673,,QC-CR#3346781","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/c7d3dd3ba9f9cf99945932947e12ba1bf39bcbba"" rel=""noreferrer",,High,,WLAN,,Memory corruption in WLAN HOST while receiving an WMI event from firmware.,,2023-06-06T08:15:12.103,2024-04-12T17:16:48.340,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2023-06-01
CVE-2023-21669,2023,7,Android Security Bulletins,,2023-07-01,2698,2023,06,6/5/23,,"A-271892276,,QC-CR#3346764","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/1363410a456acf0bf217eea374852018993f99c0"" rel=""noreferrer",,High,,WLAN,,Information Disclosure in WLAN HOST while sending DPP action frame to peer with an invalid source address.,,2023-06-06T08:15:12.590,2024-04-12T17:16:51.647,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2023-06-01
CVE-2023-21669,2023,7,Android Security Bulletins,,2023-07-01,2698,2023,06,6/5/23,,"A-271892276,,QC-CR#3346764","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/1363410a456acf0bf217eea374852018993f99c0"" rel=""noreferrer",,High,,WLAN,,Information Disclosure in WLAN HOST while sending DPP action frame to peer with an invalid source address.,,2023-06-06T08:15:12.590,2024-04-12T17:16:51.647,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Buffer Over-read,2023-06-01
CVE-2023-21669,2023,7,Android Security Bulletins,,2023-07-01,2698,2023,06,6/5/23,,"A-271892276,,QC-CR#3346764","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/1363410a456acf0bf217eea374852018993f99c0"" rel=""noreferrer",,High,,WLAN,,Information Disclosure in WLAN HOST while sending DPP action frame to peer with an invalid source address.,,2023-06-06T08:15:12.590,2024-04-12T17:16:51.647,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2023-06-01
CVE-2023-21669,2023,7,Android Security Bulletins,,2023-07-01,2698,2023,06,6/5/23,,"A-271892276,,QC-CR#3346764","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/1363410a456acf0bf217eea374852018993f99c0"" rel=""noreferrer",,High,,WLAN,,Information Disclosure in WLAN HOST while sending DPP action frame to peer with an invalid source address.,,2023-06-06T08:15:12.590,2024-04-12T17:16:51.647,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Buffer Over-read,2023-06-01
CVE-2023-21250,2023,8,Android Security Bulletins,,2023-08-01,2357,2023,07,7/1/23,,A-261068592,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/ec573bc83f1ed6722f7cb29431dcb2db7f10bf28"" rel=""noreferrer",RCE,Critical,"11, 12, 12L, 13",,,"In gatt_end_operation of gatt_utils.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2023-07-13T00:15:23.917,2023-07-25T16:07:24.000,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2023-07-01
CVE-2022-27405,2023,8,Android Security Bulletins,,2023-08-01,2364,2023,07,7/1/23,,A-271680254,"https://android.googlesource.com/platform/external/freetype/+/d45f0e49ab54065eb72d92aa3cc5f2152b0910b7"" rel=""noreferrer",ID,High,"11, 12, 12L, 13",,,FreeType commit 53dfdcd8198d2b3201a23c4bad9190519ba918db was discovered to contain a segmentation violation via the function FNT_Size_Request.,,2022-04-22T14:15:09.483,2024-02-29T01:34:23.723,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2023-07-01
CVE-2022-27406,2023,8,Android Security Bulletins,,2023-08-01,2365,2023,07,7/1/23,,A-271680254,"https://android.googlesource.com/platform/external/freetype/+/d45f0e49ab54065eb72d92aa3cc5f2152b0910b7"" rel=""noreferrer",ID,High,"11, 12, 12L, 13",,,FreeType commit 22a0cccb4d9d002f33c1ba7a4b36812c7d4f46b5 was discovered to contain a segmentation violation via the function FT_Request_Size.,,2022-04-22T14:15:09.537,2024-02-29T01:34:23.797,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2023-07-01
CVE-2023-20918,2023,8,Android Security Bulletins,,2023-08-01,2346,2023,07,7/1/23,,A-243794108,"https://android.googlesource.com/platform/frameworks/base/+/16c604aa7c253ce5cf075368a258c0b21386160d"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/8418e3a017428683d173c0c82b0eb02d5b923a4e"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/51051de4eb40bb502db448084a83fd6cbfb7d3cf"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In getPendingIntentLaunchFlags of ActivityOptions.java, there is a possible elevation of privilege due to a confused deputy with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2023-07-13T00:15:23.317,2023-07-25T18:02:46.967,NVD-CWE-Other,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-07-01
CVE-2023-21145,2023,8,Android Security Bulletins,,2023-08-01,2348,2023,07,7/1/23,,A-265293293,"https://android.googlesource.com/platform/frameworks/base/+/44aeef1b82ecf21187d4903c9e3666a118bdeaf3"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In updatePictureInPictureMode of ActivityRecord.java, there is a possible bypass of background launch restrictions due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2023-07-13T00:15:23.413,2023-07-25T18:01:22.643,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2023-07-01
CVE-2023-21238,2023,8,Android Security Bulletins,,2023-08-01,2353,2023,07,7/1/23,,A-277740848,"https://android.googlesource.com/platform/frameworks/base/+/91bfcbbd87886049778142618a655352b16cd911"" rel=""noreferrer",ID,High,"11, 12, 12L, 13",,,"In visitUris of RemoteViews.java, there is a possible leak of images between users due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2023-07-13T00:15:23.457,2023-07-25T18:01:59.637,NVD-CWE-Other,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2023-07-01
CVE-2023-21246,2023,8,Android Security Bulletins,,2023-08-01,2360,2023,07,7/1/23,,A-273729476,"https://android.googlesource.com/platform/frameworks/base/+/fc1b9998ca8a9fceba47d67fd9ea9b45705b53e0"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In ShortcutInfo of ShortcutInfo.java, there is a possible way for an app to retain notification listening access due to an uncaught exception. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2023-07-13T00:15:23.727,2023-07-25T16:16:17.067,CWE-754,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,Improper Check for Unusual or Exceptional Conditions,2023-07-01
CVE-2023-21241,2023,8,Android Security Bulletins,,2023-08-01,2359,2023,07,7/1/23,,A-271849189,"https://android.googlesource.com/platform/system/nfc/+/907d17eeefec6f672ea824e126406e6d8f6b56d8"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In rw_i93_send_to_upper of rw_i93.cc, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2023-07-13T00:15:23.590,2023-07-25T16:35:58.603,CWE-190,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2023-07-01
CVE-2022-42703,2023,8,Android Security Bulletins,,2023-08-01,2372,2023,07,7/5/23,,"A-253167854,","https://android.googlesource.com/kernel/common/+/4158b1508f2b1"" rel=""noreferrer",EoP,High,,MemoryManagement,,mm/rmap.c in the Linux kernel before 5.19.7 has a use-after-free related to leaf anon_vma double reuse.,5.19.7,2022-10-09T23:15:09.523,2023-02-03T20:29:39.273,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Use After Free,2023-07-01
CVE-2021-0948,2023,8,Android Security Bulletins,,2023-08-01,2379,2023,07,7/5/23,,A-281905774,,,High,,PowerVR-GPU,,"The PVRSRVBridgeGetMultiCoreInfo ioctl in the PowerVR kernel driver can return uninitialized kernel memory to user space. The contents of this memory could contain sensitive information.

",,2023-07-13T00:15:23.133,2023-07-20T17:42:35.637,CWE-908,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use of Uninitialized Resource,2023-07-01
CVE-2023-22386,2023,8,Android Security Bulletins,,2023-08-01,2383,2023,07,7/5/23,,"A-276750584,,QC-CR#3355665","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/89fbaff9220ef3187db8216649db23e041b2a9e4"" rel=""noreferrer,https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/platform/-/commit/64aad6cb4f98ab361863fed8eff99e67e9f45e84"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in WLAN HOST while processing WLAN FW request to allocate memory.,,2023-07-04T05:15:10.627,2024-04-12T17:16:53.380,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2023-07-01
CVE-2023-22386,2023,8,Android Security Bulletins,,2023-08-01,2383,2023,07,7/5/23,,"A-276750584,,QC-CR#3355665","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/89fbaff9220ef3187db8216649db23e041b2a9e4"" rel=""noreferrer,https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/platform/-/commit/64aad6cb4f98ab361863fed8eff99e67e9f45e84"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in WLAN HOST while processing WLAN FW request to allocate memory.,,2023-07-04T05:15:10.627,2024-04-12T17:16:53.380,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2023-07-01
CVE-2023-22386,2023,8,Android Security Bulletins,,2023-08-01,2383,2023,07,7/5/23,,"A-276750584,,QC-CR#3355665","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/89fbaff9220ef3187db8216649db23e041b2a9e4"" rel=""noreferrer,https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/platform/-/commit/64aad6cb4f98ab361863fed8eff99e67e9f45e84"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in WLAN HOST while processing WLAN FW request to allocate memory.,,2023-07-04T05:15:10.627,2024-04-12T17:16:53.380,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2023-07-01
CVE-2023-22386,2023,8,Android Security Bulletins,,2023-08-01,2383,2023,07,7/5/23,,"A-276750584,,QC-CR#3355665","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/89fbaff9220ef3187db8216649db23e041b2a9e4"" rel=""noreferrer,https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/platform/-/commit/64aad6cb4f98ab361863fed8eff99e67e9f45e84"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in WLAN HOST while processing WLAN FW request to allocate memory.,,2023-07-04T05:15:10.627,2024-04-12T17:16:53.380,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2023-07-01
CVE-2023-28541,2023,8,Android Security Bulletins,,2023-08-01,2387,2023,07,7/5/23,,"A-276750665,,QC-CR#3144133","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/-/commit/e4987aa24a590c8de16a0540d004652ca1771836"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in Data Modem while processing DMA buffer release event about CFR data.,,2023-07-04T05:15:10.913,2024-04-12T17:17:01.593,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2023-07-01
CVE-2023-28541,2023,8,Android Security Bulletins,,2023-08-01,2387,2023,07,7/5/23,,"A-276750665,,QC-CR#3144133","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/-/commit/e4987aa24a590c8de16a0540d004652ca1771836"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in Data Modem while processing DMA buffer release event about CFR data.,,2023-07-04T05:15:10.913,2024-04-12T17:17:01.593,CWE-126,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Over-read,2023-07-01
CVE-2023-28541,2023,8,Android Security Bulletins,,2023-08-01,2387,2023,07,7/5/23,,"A-276750665,,QC-CR#3144133","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/-/commit/e4987aa24a590c8de16a0540d004652ca1771836"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in Data Modem while processing DMA buffer release event about CFR data.,,2023-07-04T05:15:10.913,2024-04-12T17:17:01.593,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2023-07-01
CVE-2023-28541,2023,8,Android Security Bulletins,,2023-08-01,2387,2023,07,7/5/23,,"A-276750665,,QC-CR#3144133","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/-/commit/e4987aa24a590c8de16a0540d004652ca1771836"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in Data Modem while processing DMA buffer release event about CFR data.,,2023-07-04T05:15:10.913,2024-04-12T17:17:01.593,CWE-126,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Over-read,2023-07-01
CVE-2023-28542,2023,8,Android Security Bulletins,,2023-08-01,2388,2023,07,7/5/23,,"A-276750246,,QC-CR#3104318","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/0cf1b9b90afe59ab3d65177ee733f4f77b820953"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in WLAN HOST while fetching TX status information.,,2023-07-04T05:15:10.970,2024-04-12T17:17:01.933,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2023-07-01
CVE-2023-28542,2023,8,Android Security Bulletins,,2023-08-01,2388,2023,07,7/5/23,,"A-276750246,,QC-CR#3104318","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/0cf1b9b90afe59ab3d65177ee733f4f77b820953"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in WLAN HOST while fetching TX status information.,,2023-07-04T05:15:10.970,2024-04-12T17:17:01.933,CWE-126,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Over-read,2023-07-01
CVE-2023-28542,2023,8,Android Security Bulletins,,2023-08-01,2388,2023,07,7/5/23,,"A-276750246,,QC-CR#3104318","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/0cf1b9b90afe59ab3d65177ee733f4f77b820953"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in WLAN HOST while fetching TX status information.,,2023-07-04T05:15:10.970,2024-04-12T17:17:01.933,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2023-07-01
CVE-2023-28542,2023,8,Android Security Bulletins,,2023-08-01,2388,2023,07,7/5/23,,"A-276750246,,QC-CR#3104318","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/0cf1b9b90afe59ab3d65177ee733f4f77b820953"" rel=""noreferrer",,High,,WLAN,,Memory Corruption in WLAN HOST while fetching TX status information.,,2023-07-04T05:15:10.970,2024-04-12T17:17:01.933,CWE-126,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Over-read,2023-07-01
CVE-2023-21282,2023,9,Android Security Bulletins,,2023-09-01,2467,2023,08,8/1/23,,A-279766766,"https://android.googlesource.com/platform/external/aac/+/4242f97d149b0bf0cd96f00cd1e9d30d5922cd46"" rel=""noreferrer",RCE,Critical,"11, 12, 12L, 13",,,"In TRANSPOSER_SETTINGS of lpp_tran.h, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.

",,2023-08-14T22:15:13.347,2023-08-21T16:40:21.370,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2023-08-01
