ID,CVE,descrip,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
1283,CVE-2022-20472,"In toLanguageTag of LocaleListCache.cpp, there is a possible out of bounds read due to an incorrect bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-239210579",22-Dec,NULL,2022-12-13T16:15:15.947,2022-12-15T04:03:55.377,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1284,CVE-2022-20473,"In toLanguageTag of LocaleListCache.cpp, there is a possible out of bounds read due to an incorrect bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-239267173",22-Dec,NULL,2022-12-13T16:15:16.000,2022-12-15T04:04:05.213,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1294,CVE-2022-20474,"In readLazyValue of Parcel.java, there is a possible loading of arbitrary code into the System Settings app due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-240138294",22-Dec,NULL,2022-12-13T16:15:16.050,2022-12-15T04:07:43.327,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,
1295,CVE-2022-20475,"In test of ResetTargetTaskHelper.java, there is a possible hijacking of any app which sets allowTaskReparenting=""true"" due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-240663194",22-Dec,NULL,2022-12-13T16:15:16.107,2022-12-15T04:04:57.857,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,
1303,CVE-2022-20476,"In setEnabledSetting of PackageManager.java, there is a possible way to get the device into an infinite reboot loop due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12LAndroid ID: A-240936919",22-Dec,NULL,2022-12-13T16:15:16.157,2022-12-15T04:05:23.203,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-835,"The product contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop. "
1296,CVE-2022-20477,"In shouldHideNotification of KeyguardNotificationVisibilityProvider.kt, there is a possible way to show hidden notifications due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-241611867",22-Dec,NULL,2022-12-13T16:15:16.207,2022-12-15T04:05:34.407,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
1310,CVE-2022-20478,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-241764135",22-Dec,NULL,2022-12-13T16:15:16.260,2023-08-08T14:22:24.967,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-770,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor. "
1311,CVE-2022-20479,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-241764340",22-Dec,NULL,2022-12-13T16:15:16.317,2023-08-08T14:22:24.967,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-770,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor. "
1312,CVE-2022-20480,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-241764350",22-Dec,NULL,2022-12-13T16:15:16.367,2023-08-08T14:22:24.967,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-770,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor. "
1304,CVE-2022-20482,"In createNotificationChannel of NotificationManager.java, there is a possible way to make the device unusable and require factory reset due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-240422263",22-Dec,NULL,2022-12-13T16:15:16.420,2022-12-15T04:06:07.780,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-400,"The product does not properly control the allocation and maintenance of a limited resource, thereby enabling an actor to influence the amount of resources consumed, eventually leading to the exhaustion of available resources. "
1320,CVE-2022-20483,"In several functions that parse avrc response in avrc_pars_ct.cc and related files, there are possible out of bounds reads due to integer overflows. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242459126",22-Dec,NULL,2022-12-13T16:15:16.480,2023-08-08T14:22:24.967,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,CWE-191,"The product subtracts one value from another, such that the result is less than the minimum allowable integer value, which produces a value that is not equal to the correct result. "
1313,CVE-2022-20484,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242702851",22-Dec,NULL,2022-12-13T16:15:16.533,2023-08-08T14:22:24.967,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-770,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor. "
1297,CVE-2022-20485,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242702935",22-Dec,NULL,2022-12-13T16:15:16.587,2023-08-08T14:22:24.967,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-770,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor. "
1298,CVE-2022-20486,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242703118",22-Dec,NULL,2022-12-13T16:15:16.640,2023-08-08T14:22:24.967,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-770,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor. "
1314,CVE-2022-20487,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242703202",22-Dec,NULL,2022-12-13T16:15:16.693,2023-08-08T14:22:24.967,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-770,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor. "
1315,CVE-2022-20488,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242703217",22-Dec,NULL,2022-12-13T16:15:16.747,2023-08-08T14:21:49.707,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-1284,"The product receives input that is expected to specify a quantity (such as size or length), but it does not validate or incorrectly validates that the quantity has the required properties. "
1299,CVE-2022-20491,"In NotificationChannel of NotificationChannel.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242703556",22-Dec,NULL,2022-12-13T16:15:16.803,2023-08-08T14:21:49.707,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-1284,"The product receives input that is expected to specify a quantity (such as size or length), but it does not validate or incorrectly validates that the quantity has the required properties. "
1316,CVE-2022-20495,"In getEnabledAccessibilityServiceList of AccessibilityManager.java, there is a possible way to hide an accessibility service due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-243849844",22-Dec,NULL,2022-12-13T16:15:16.863,2022-12-15T15:05:43.740,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
1306,CVE-2022-20496,"In setDataSource of initMediaExtractor.cpp, there is a possibility of arbitrary code execution due to a use after free. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-245242273",22-Dec,NULL,2022-12-13T16:15:16.920,2022-12-15T15:09:48.893,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1321,CVE-2022-20497,"In updatePublicMode of NotificationLockscreenUserManagerImpl.java, there is a possible way to reveal sensitive notifications on the lockscreen due to an incorrect state transition. This could lead to local information disclosure with physical access required and an app that runs above the lockscreen, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-246301979",22-Dec,NULL,2022-12-13T16:15:16.980,2022-12-15T15:13:37.710,MEDIUM,HIGH,NONE,NONE,NONE,PHYSICAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
1286,CVE-2022-20498,"In fdt_path_offset_namelen of fdt_ro.c, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-246465319",22-Dec,NULL,2022-12-13T16:15:17.040,2022-12-15T15:23:05.320,MEDIUM,HIGH,NONE,NONE,HIGH,LOCAL,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
1305,CVE-2022-20500,"In loadFromXml of ShortcutPackage.java, there is a possible crash on boot due to an uncaught exception. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-246540168",22-Dec,NULL,2022-12-13T16:15:17.100,2023-08-08T14:21:49.707,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-755,The product does not handle or incorrectly handles an exceptional condition. 
1317,CVE-2022-20501,"In onCreate of EnableAccountPreferenceActivity.java, there is a possible way to mislead the user into enabling a malicious phone account due to a tapjacking/overlay attack. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-246933359",22-Dec,NULL,2022-12-13T16:15:17.253,2022-12-15T14:44:30.813,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,REQUIRED,CWE-1021,"The web application does not restrict or incorrectly restricts frame objects or UI layers that belong to another application or domain, which can lead to user confusion about which interface the user is interacting with. "
1287,CVE-2022-20502,"In GetResolvedMethod of entrypoint_utils-inl.h, there is a possible use after free due to a stale cache. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-222166527",22-Dec,NULL,2022-12-13T16:15:17.310,2022-12-15T14:44:27.603,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
1300,CVE-2022-20611,"In deletePackageVersionedInternal of DeletePackageHelper.java, there is a possible way to bypass carrier restrictions due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242996180",22-Dec,NULL,2022-12-13T16:15:17.370,2022-12-15T14:44:46.367,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-276,"During installation, installed file permissions are set to allow anyone to modify those files. "
288,CVE-2022-25672,Denial of service in MODEM due to reachable assertion while processing SIB1 with invalid Bandwidth in Snapdragon Mobile,23-Jan,NULL,2022-12-13T16:15:17.640,2023-04-19T17:10:55.030,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
289,CVE-2022-25673,Denial of service in MODEM due to reachable assertion while processing configuration from network in Snapdragon Mobile,23-Jan,NULL,2022-12-13T16:15:17.737,2023-04-19T17:10:55.030,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
290,CVE-2022-25681,"Possible memory corruption in kernel while performing memory access due to hypervisor not correctly invalidated the processor translation caches in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",23-Jan,NULL,2022-12-13T16:15:17.997,2023-04-19T17:10:55.030,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,
291,CVE-2022-25682,"Memory corruption in MODEM UIM due to usage of out of range pointer offset while decoding command from card in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",23-Jan,NULL,2022-12-13T16:15:18.097,2023-04-19T17:10:55.030,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
292,CVE-2022-25685,"Denial of service in Modem module due to improper authorization while error handling in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",23-Jan,NULL,2022-12-13T16:15:18.163,2023-08-08T14:21:49.707,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,NVD-CWE-Other,
293,CVE-2022-25689,Denial of service in Modem due to reachable assertion in Snapdragon Mobile,23-Jan,NULL,2022-12-13T16:15:18.230,2022-12-15T16:51:14.567,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
294,CVE-2022-25691,Denial of service in Modem due to reachable assertion while processing SIB1 with invalid SCS and bandwidth settings in Snapdragon Mobile,23-Jan,NULL,2022-12-13T16:15:18.297,2023-04-19T17:10:55.030,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
295,CVE-2022-25692,"Denial of service in Modem due to reachable assertion while processing the common config procedure in Snapdragon Auto, Snapdragon Compute, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",23-Jan,NULL,2022-12-13T16:15:18.363,2023-04-19T17:10:55.030,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
296,CVE-2022-25695,"Memory corruption in MODEM due to Improper Validation of Array Index while processing GSTK Proactive commands in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",23-Jan,NULL,2022-12-13T16:15:18.427,2023-04-19T17:10:55.030,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-129,"The product uses untrusted input when calculating or using an array index, but the product does not validate or incorrectly validates the index to ensure the index references a valid position within the array. "
297,CVE-2022-25697,"Memory corruption in i2c buses due to improper input validation while reading address configuration from i2c driver in Snapdragon Mobile, Snapdragon Wearables",23-Jan,NULL,2022-12-13T16:15:18.490,2023-08-08T14:21:49.707,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
298,CVE-2022-25698,"Memory corruption in SPI buses due to improper input validation while reading address configuration from spi buses in Snapdragon Mobile, Snapdragon Wearables",23-Jan,NULL,2022-12-13T16:15:18.553,2023-08-08T14:21:49.707,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
299,CVE-2022-25702,"Denial of service in modem due to reachable assertion while processing reconfiguration message in Snapdragon Auto, Snapdragon Compute, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",23-Jan,NULL,2022-12-13T16:15:18.620,2023-04-19T17:10:55.030,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary. "
300,CVE-2022-33235,"Information disclosure due to buffer over-read in WLAN firmware while parsing security context info attributes. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",23-Jan,NULL,2022-12-13T16:15:21.207,2023-04-19T17:10:55.030,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
301,CVE-2022-33238,"Transient DOS due to loop with unreachable exit condition in WLAN while processing an incoming FTM frames. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",23-Jan,NULL,2022-12-13T16:15:21.287,2023-04-19T17:10:55.030,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-835,"The product contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop. "
287,CVE-2022-33268,"Information disclosure due to buffer over-read in Bluetooth HOST while pairing and connecting A2DP. in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",23-Jan,NULL,2022-12-13T16:15:21.363,2023-04-19T17:10:55.030,HIGH,HIGH,NONE,HIGH,NONE,ADJACENT_NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
333,CVE-2022-32635,"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07573237; Issue ID: ALPS07573237.",23-Feb,NULL,2023-01-03T21:15:11.540,2023-08-08T14:21:49.707,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
334,CVE-2022-32636,"In keyinstall, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07510064; Issue ID: ALPS07510064.",23-Feb,NULL,2023-01-03T21:15:11.587,2023-08-08T14:21:49.707,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
335,CVE-2022-32637,"In hevc decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07491374; Issue ID: ALPS07491374.",23-Feb,NULL,2023-01-03T21:15:11.637,2023-08-08T14:21:49.707,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
336,CVE-2022-44425,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",23-Feb,NULL,2023-01-04T10:15:12.457,2023-11-07T03:54:14.670,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
337,CVE-2022-44426,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",23-Feb,NULL,2023-01-04T10:15:12.500,2023-11-07T03:54:14.867,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
338,CVE-2022-44427,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",23-Feb,NULL,2023-01-04T10:15:12.543,2023-11-07T03:54:15.053,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,"CWE-122,CWE-787","A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc(). ,The product writes data past the end, or before the beginning, of the intended buffer. "
339,CVE-2022-44428,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",23-Feb,NULL,2023-01-04T10:15:12.593,2023-11-07T03:54:15.267,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,"CWE-122,CWE-787","A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc(). ,The product writes data past the end, or before the beginning, of the intended buffer. "
340,CVE-2022-44429,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",23-Feb,NULL,2023-01-04T10:15:12.637,2023-11-07T03:54:15.460,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,"CWE-122,CWE-787","A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc(). ,The product writes data past the end, or before the beginning, of the intended buffer. "
341,CVE-2022-44430,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",23-Feb,NULL,2023-01-04T10:15:12.680,2023-11-07T03:54:15.650,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,"CWE-122,CWE-787","A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc(). ,The product writes data past the end, or before the beginning, of the intended buffer. "
342,CVE-2022-44431,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",23-Feb,NULL,2023-01-04T10:15:12.727,2023-11-07T03:54:15.867,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
343,CVE-2022-44432,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",23-Feb,NULL,2023-01-04T10:15:12.777,2023-11-07T03:54:16.053,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
344,CVE-2022-44434,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",23-Feb,NULL,2023-01-04T10:15:12.827,2023-01-10T16:26:39.267,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
345,CVE-2022-44435,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",23-Feb,NULL,2023-01-04T10:15:12.880,2023-01-10T16:26:48.577,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
346,CVE-2022-44436,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",23-Feb,NULL,2023-01-04T10:15:12.933,2023-01-10T16:26:04.157,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
347,CVE-2022-44437,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",23-Feb,NULL,2023-01-04T10:15:12.987,2023-01-10T16:26:15.243,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
348,CVE-2022-44438,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",23-Feb,NULL,2023-01-04T10:15:13.047,2023-01-10T16:26:21.803,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
326,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,23-Feb,NULL,2023-01-09T08:15:11.143,2023-08-08T14:21:49.707,HIGH,HIGH,HIGH,HIGH,NONE,ADJACENT_NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
351,CVE-2022-25725,Denial of service in MODEM due to improper pointer handling,23-Feb,NULL,2023-01-09T08:15:11.667,2023-04-19T17:10:55.030,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-763,"The product attempts to return a memory resource to the system, but it calls the wrong release function or calls the appropriate release function incorrectly. "
352,CVE-2022-25746,Memory corruption in kernel due to missing checks when updating the access rights of a memextent mapping.,23-Feb,NULL,2023-01-09T08:15:11.730,2023-04-19T17:10:55.030,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-120,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
