ID,CVE,Year,Month,date,bug,link,Type,Severity,vul_true,component,devices,cwe,descriptions,published,last_modified,version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,NVD_descriptions,NVD_published,NVD_last_modified,NVD_version,cwe_info
740,CVE-2023-21016,2023,MAR,,A-213905884,"https://android.googlesource.com/platform/packages/apps/Settings/+/a52ba15823678bc6f387b20374c6a37ad5cde5c3"" rel=""noreferrer",DoS,Moderate,13,,,NVD-CWE-noinfo,"In AccountTypePreference of AccountTypePreference.java, there is a possible way to mislead the user about accounts installed on the device due to improper input validation. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-213905884",2023-03-24T20:15:13.147,2023-03-29T18:23:09.670,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,"In AccountTypePreference of AccountTypePreference.java, there is a possible way to mislead the user about accounts installed on the device due to improper input validation. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-213905884",2023-03-24T20:15:13.147,2023-03-29T18:23:09.670,cvssMetricV31,
741,CVE-2023-21033,2023,MAR,,A-244713323,"https://android.googlesource.com/platform/packages/modules/Wifi/+/efc2010dfb0301b787bab7e2651163b750c14039"" rel=""noreferrer",DoS,Moderate,13,,,CWE-400,"In addNetwork of WifiManager.java, there is a possible way to trigger a persistent DoS due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-244713323",2023-03-24T20:15:13.723,2023-03-29T01:14:25.017,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,"In addNetwork of WifiManager.java, there is a possible way to trigger a persistent DoS due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-244713323",2023-03-24T20:15:13.723,2023-03-29T01:14:25.017,cvssMetricV31,Uncontrolled Resource Consumption
742,CVE-2022-42498,2023,MAR,,A-240662453,,RCE,Critical,,Cellular firmware,,CWE-787,"In Pixel cellular firmware, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-240662453References: N/A",2023-03-24T20:15:08.870,2023-03-28T19:18:29.410,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"In Pixel cellular firmware, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-240662453References: N/A",2023-03-24T20:15:08.870,2023-03-28T19:18:29.410,cvssMetricV31,Out-of-bounds Write
743,CVE-2022-42499,2023,MAR,,A-242001391,,RCE,Critical,,modem,,CWE-787,"In sms_SendMmCpErrMsg of sms_MmConManagement.c, there is a possible out of bounds write due to a heap buffer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-242001391References: N/A",2023-03-24T20:15:08.920,2023-03-28T19:18:57.540,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"In sms_SendMmCpErrMsg of sms_MmConManagement.c, there is a possible out of bounds write due to a heap buffer overflow. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-242001391References: N/A",2023-03-24T20:15:08.920,2023-03-28T19:18:57.540,cvssMetricV31,Out-of-bounds Write
744,CVE-2023-21057,2023,MAR,,A-244450646,,RCE,Critical,,Cellular firmware,,CWE-787,"In ProfSixDecomTcpSACKoption of RohcPacketCommon, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-244450646References: N/A",2023-03-24T20:15:14.540,2023-03-30T16:50:36.527,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"In ProfSixDecomTcpSACKoption of RohcPacketCommon, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-244450646References: N/A",2023-03-24T20:15:14.540,2023-03-30T16:50:36.527,cvssMetricV31,Out-of-bounds Write
745,CVE-2023-21058,2023,MAR,,A-246169606,,RCE,Critical,,Cellular firmware,,CWE-787,"In lcsm_SendRrAcquiAssist of lcsm_bcm_assist.c, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-246169606References: N/A",2023-03-24T20:15:14.590,2023-03-29T15:05:03.910,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"In lcsm_SendRrAcquiAssist of lcsm_bcm_assist.c, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-246169606References: N/A",2023-03-24T20:15:14.590,2023-03-29T15:05:03.910,cvssMetricV31,Out-of-bounds Write
746,CVE-2023-24033,2023,MAR,,A-265822830,,RCE,Critical,,Modem,,NVD-CWE-noinfo,"The Samsung Exynos Modem 5123, Exynos Modem 5300, Exynos 980, Exynos 1080, and Exynos Auto T512 baseband modem chipsets do not properly check format types specified by the Session Description Protocol (SDP) module, which can lead to a denial of service.",2023-03-13T12:15:11.160,2023-05-04T17:15:12.437,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"The Samsung Exynos Modem 5123, Exynos Modem 5300, Exynos 980, Exynos 1080, and Exynos Auto T512 baseband modem chipsets do not properly check format types specified by the Session Description Protocol (SDP) module, which can lead to a denial of service.",2023-03-13T12:15:11.160,2023-05-04T17:15:12.437,cvssMetricV31,
747,CVE-2023-26496,2023,MAR,,A-274465028,,RCE,Critical,,Modem,,CWE-787,"An issue was discovered in Samsung Baseband Modem Chipset for Exynos Modem 5123, Exynos Modem 5300, Exynos 980, Exynos 1080, and Exynos Auto T5124. Memory corruption can occur due to improper checking of the parameter length while parsing the fmtp attribute in the SDP (Session Description Protocol) module.",2023-03-23T02:15:12.657,2023-03-24T02:26:45.973,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"An issue was discovered in Samsung Baseband Modem Chipset for Exynos Modem 5123, Exynos Modem 5300, Exynos 980, Exynos 1080, and Exynos Auto T5124. Memory corruption can occur due to improper checking of the parameter length while parsing the fmtp attribute in the SDP (Session Description Protocol) module.",2023-03-23T02:15:12.657,2023-03-24T02:26:45.973,cvssMetricV31,Out-of-bounds Write
748,CVE-2023-26497,2023,MAR,,A-274464337,,RCE,Critical,,Modem,,CWE-787,"An issue was discovered in Samsung Baseband Modem Chipset for Exynos Modem 5123, Exynos Modem 5300, Exynos 980, Exynos 1080, and Exynos Auto T5125. Memory corruption can occur when processing Session Description Negotiation for Video Configuration Attribute.",2023-03-21T22:15:12.210,2023-03-24T03:09:54.530,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"An issue was discovered in Samsung Baseband Modem Chipset for Exynos Modem 5123, Exynos Modem 5300, Exynos 980, Exynos 1080, and Exynos Auto T5125. Memory corruption can occur when processing Session Description Negotiation for Video Configuration Attribute.",2023-03-21T22:15:12.210,2023-03-24T03:09:54.530,cvssMetricV31,Out-of-bounds Write
749,CVE-2023-26498,2023,MAR,,A-274463883,,RCE,Critical,,Modem,,CWE-787,"An issue was discovered in Samsung Baseband Modem Chipset for Exynos Modem 5123, Exynos Modem 5300, Exynos 980, Exynos 1080, Exynos Auto T5126. Memory corruption can occur due to improper checking of the number of properties while parsing the chatroom attribute in the SDP (Session Description Protocol) module.",2023-03-23T01:15:12.240,2023-03-24T02:26:57.913,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"An issue was discovered in Samsung Baseband Modem Chipset for Exynos Modem 5123, Exynos Modem 5300, Exynos 980, Exynos 1080, Exynos Auto T5126. Memory corruption can occur due to improper checking of the number of properties while parsing the chatroom attribute in the SDP (Session Description Protocol) module.",2023-03-23T01:15:12.240,2023-03-24T02:26:57.913,cvssMetricV31,Out-of-bounds Write
750,CVE-2023-21041,2023,MAR,,A-250123688,,EoP,Critical,,GSC,,CWE-787,"In append_to_params of param_util.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-250123688References: N/A",2023-03-24T20:15:13.987,2023-03-29T18:31:39.823,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"In append_to_params of param_util.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-250123688References: N/A",2023-03-24T20:15:13.987,2023-03-29T18:31:39.823,cvssMetricV31,Out-of-bounds Write
751,CVE-2022-42528,2023,MAR,,A-242203672,,ID,Critical,,TF-A,,NVD-CWE-noinfo,"In ffa_mrd_prot of shared_mem.c, there is a possible ID due to a logic error in the code. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-242203672References: N/A",2023-03-24T20:15:09.013,2023-03-28T18:08:38.737,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,"In ffa_mrd_prot of shared_mem.c, there is a possible ID due to a logic error in the code. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-242203672References: N/A",2023-03-24T20:15:09.013,2023-03-28T18:08:38.737,cvssMetricV31,
752,CVE-2023-21054,2023,MAR,,A-244556535,,RCE,High,,Modem,,CWE-787,"In EUTRAN_LCS_ConvertLCS_MOLRReq of LPP_CommonUtil.c, there is a possible out of bounds write due to a logic error in the code. This could lead to remote code execution with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-244556535References: N/A",2023-03-24T20:15:14.433,2023-03-29T19:24:44.593,cvssMetricV31,NETWORK,LOW,HIGH,NONE,HIGH,HIGH,HIGH,7.2,HIGH,"In EUTRAN_LCS_ConvertLCS_MOLRReq of LPP_CommonUtil.c, there is a possible out of bounds write due to a logic error in the code. This could lead to remote code execution with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-244556535References: N/A",2023-03-24T20:15:14.433,2023-03-29T19:24:44.593,cvssMetricV31,Out-of-bounds Write
753,CVE-2023-21040,2023,MAR,,A-238420277,,EoP,High,,Bluetooth,,NVD-CWE-noinfo,"In buildCommand of bluetooth_ccc.cc, there is a possible out of bounds write due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-238420277References: N/A",2023-03-24T20:15:13.940,2023-03-29T18:22:08.897,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"In buildCommand of bluetooth_ccc.cc, there is a possible out of bounds write due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-238420277References: N/A",2023-03-24T20:15:13.940,2023-03-29T18:22:08.897,cvssMetricV31,
754,CVE-2023-21065,2023,MAR,,A-239630493,,EoP,High,,libfdt,,CWE-190,"In fdt_next_tag of fdt.c, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239630493References: N/A",2023-03-24T20:15:14.837,2023-03-30T01:11:35.827,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In fdt_next_tag of fdt.c, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239630493References: N/A",2023-03-24T20:15:14.837,2023-03-30T01:11:35.827,cvssMetricV31,Integer Overflow or Wraparound
755,CVE-2023-21036,2023,MAR,,A-264261868,,ID,High,,Markup,,NVD-CWE-noinfo,"In BitmapExport.java, there is a possible failure to truncate images due to a logic error in the code.Product: AndroidVersions: Android kernelAndroid ID: A-264261868References: N/A",2023-03-24T20:15:13.827,2023-03-29T12:53:34.627,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,"In BitmapExport.java, there is a possible failure to truncate images due to a logic error in the code.Product: AndroidVersions: Android kernelAndroid ID: A-264261868References: N/A",2023-03-24T20:15:13.827,2023-03-29T12:53:34.627,cvssMetricV31,
756,CVE-2023-21067,2023,MAR,,A-254114726,,ID,High,,GPS,,NVD-CWE-noinfo,Product: AndroidVersions: Android kernelAndroid ID: A-254114726References: N/A,2023-03-24T20:15:14.873,2023-03-29T15:11:02.730,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Product: AndroidVersions: Android kernelAndroid ID: A-254114726References: N/A,2023-03-24T20:15:14.873,2023-03-29T15:11:02.730,cvssMetricV31,
757,CVE-2022-42500,2023,MAR,,A-239701389,,EoP,Moderate,,Telephony,,CWE-20,"In OEM_OnRequest of sced.cpp, there is a possible shell command execution due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239701389References: N/A",2023-03-24T20:15:08.970,2023-03-28T19:14:12.837,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In OEM_OnRequest of sced.cpp, there is a possible shell command execution due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239701389References: N/A",2023-03-24T20:15:08.970,2023-03-28T19:14:12.837,cvssMetricV31,Improper Input Validation
758,CVE-2023-21038,2023,MAR,,A-224000736,,EoP,Moderate,,Cs40l25 haptic driver,,CWE-416,"In cs40l2x_cp_trigger_queue_show of cs40l2x.c, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-224000736References: N/A",2023-03-24T20:15:13.863,2023-03-29T01:21:00.293,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In cs40l2x_cp_trigger_queue_show of cs40l2x.c, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-224000736References: N/A",2023-03-24T20:15:13.863,2023-03-29T01:21:00.293,cvssMetricV31,Use After Free
758,CVE-2023-21038,2023,MAR,,A-224000736,,EoP,Moderate,,Cs40l25 haptic driver,,CWE-787,"In cs40l2x_cp_trigger_queue_show of cs40l2x.c, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-224000736References: N/A",2023-03-24T20:15:13.863,2023-03-29T01:21:00.293,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In cs40l2x_cp_trigger_queue_show of cs40l2x.c, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-224000736References: N/A",2023-03-24T20:15:13.863,2023-03-29T01:21:00.293,cvssMetricV31,Out-of-bounds Write
758,CVE-2023-21038,2023,MAR,,A-224000736,,EoP,Moderate,,Cs40l25 haptic driver,,CWE-416,"In cs40l2x_cp_trigger_queue_show of cs40l2x.c, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-224000736References: N/A",2023-03-24T20:15:13.863,2023-03-29T01:21:00.293,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In cs40l2x_cp_trigger_queue_show of cs40l2x.c, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-224000736References: N/A",2023-03-24T20:15:13.863,2023-03-29T01:21:00.293,cvssMetricV31,Use After Free
758,CVE-2023-21038,2023,MAR,,A-224000736,,EoP,Moderate,,Cs40l25 haptic driver,,CWE-787,"In cs40l2x_cp_trigger_queue_show of cs40l2x.c, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-224000736References: N/A",2023-03-24T20:15:13.863,2023-03-29T01:21:00.293,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In cs40l2x_cp_trigger_queue_show of cs40l2x.c, there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-224000736References: N/A",2023-03-24T20:15:13.863,2023-03-29T01:21:00.293,cvssMetricV31,Out-of-bounds Write
759,CVE-2023-21042,2023,MAR,,A-239873326,,EoP,Moderate,,LWIS,,CWE-416,"In (TBD) of (TBD), there is a possible way to corrupt memory due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239873326References: N/A",2023-03-24T20:15:14.023,2023-03-29T18:35:10.027,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In (TBD) of (TBD), there is a possible way to corrupt memory due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239873326References: N/A",2023-03-24T20:15:14.023,2023-03-29T18:35:10.027,cvssMetricV31,Use After Free
760,CVE-2023-21043,2023,MAR,,A-239872581,,EoP,Moderate,,LWIS,,CWE-416,"In (TBD) of (TBD), there is a possible way to corrupt memory due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239872581References: N/A",2023-03-24T20:15:14.057,2023-03-29T18:37:55.210,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In (TBD) of (TBD), there is a possible way to corrupt memory due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-239872581References: N/A",2023-03-24T20:15:14.057,2023-03-29T18:37:55.210,cvssMetricV31,Use After Free
761,CVE-2023-21050,2023,MAR,,A-244423702,,EoP,Moderate,,libexynosdisplay,,CWE-787,"In load_png_image of ExynosHWCHelper.cpp, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-244423702References: N/A",2023-03-24T20:15:14.300,2023-03-29T19:10:18.053,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In load_png_image of ExynosHWCHelper.cpp, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-244423702References: N/A",2023-03-24T20:15:14.300,2023-03-29T19:10:18.053,cvssMetricV31,Out-of-bounds Write
762,CVE-2023-21051,2023,MAR,,A-259323322,,EoP,Moderate,,exynos,,CWE-787,"In dwc3_exynos_clk_get of dwc3-exynos.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege in the kernel with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-259323322References: N/A",2023-03-24T20:15:14.333,2023-03-29T19:14:11.860,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In dwc3_exynos_clk_get of dwc3-exynos.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege in the kernel with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-259323322References: N/A",2023-03-24T20:15:14.333,2023-03-29T19:14:11.860,cvssMetricV31,Out-of-bounds Write
763,CVE-2023-21052,2023,MAR,,A-259063189,,EoP,Moderate,,libril_sitril,,CWE-787,"In setToExternal of ril_external_client.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-259063189References: N/A",2023-03-24T20:15:14.367,2023-03-29T19:19:46.837,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In setToExternal of ril_external_client.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-259063189References: N/A",2023-03-24T20:15:14.367,2023-03-29T19:19:46.837,cvssMetricV31,Out-of-bounds Write
764,CVE-2023-21055,2023,MAR,,A-244301523,,EoP,Moderate,,cpif,,CWE-416,"In dit_hal_ioctl of dit.c, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-244301523References: N/A",2023-03-24T20:15:14.470,2023-03-30T16:50:43.997,cvssMetricV31,LOCAL,HIGH,HIGH,NONE,HIGH,HIGH,HIGH,6.4,MEDIUM,"In dit_hal_ioctl of dit.c, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-244301523References: N/A",2023-03-24T20:15:14.470,2023-03-30T16:50:43.997,cvssMetricV31,Use After Free
765,CVE-2023-21056,2023,MAR,,A-245300559,,EoP,Moderate,,lwis,,CWE-843,"In lwis_slc_buffer_free of lwis_device_slc.c, there is a possible memory corruption due to type confusion. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-245300559References: N/A",2023-03-24T20:15:14.507,2023-03-30T14:13:41.493,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In lwis_slc_buffer_free of lwis_device_slc.c, there is a possible memory corruption due to type confusion. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-245300559References: N/A",2023-03-24T20:15:14.507,2023-03-30T14:13:41.493,cvssMetricV31,Access of Resource Using Incompatible Type ('Type Confusion')
766,CVE-2023-21062,2023,MAR,,A-243376770,,EoP,Moderate,,rild_exynos,,CWE-125,"In DoSetTempEcc of imsservice.cpp, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-243376770References: N/A",2023-03-24T20:15:14.733,2023-03-31T12:58:57.567,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In DoSetTempEcc of imsservice.cpp, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-243376770References: N/A",2023-03-24T20:15:14.733,2023-03-31T12:58:57.567,cvssMetricV31,Out-of-bounds Read
767,CVE-2023-21063,2023,MAR,,A-243129862,,EoP,Moderate,,rild_exynos,,CWE-125,"In ParseWithAuthType of simdata.cpp, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-243129862References: N/A",2023-03-24T20:15:14.767,2023-03-29T19:52:05.223,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In ParseWithAuthType of simdata.cpp, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-243129862References: N/A",2023-03-24T20:15:14.767,2023-03-29T19:52:05.223,cvssMetricV31,Out-of-bounds Read
768,CVE-2023-21064,2023,MAR,,A-243130078,,EoP,Moderate,,rild_exynos,,CWE-125,"In DoSetPinControl of miscservice.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-243130078References: N/A",2023-03-24T20:15:14.803,2023-03-29T19:54:49.687,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,"In DoSetPinControl of miscservice.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-243130078References: N/A",2023-03-24T20:15:14.803,2023-03-29T19:54:49.687,cvssMetricV31,Out-of-bounds Read
769,CVE-2023-21068,2023,MAR,,A-243433344,,EoP,Moderate,,Fastboot startup screen,,NVD-CWE-noinfo,"In (TBD) of (TBD), there is a possible way to boot with a hidden debug policy due to a missing warning to the user. This could lead to local escalation of privilege after preparing the device, hiding the warning, and passing the phone to a new user, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-243433344References: N/A",2023-03-24T20:15:14.907,2023-03-30T01:14:03.347,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,"In (TBD) of (TBD), there is a possible way to boot with a hidden debug policy due to a missing warning to the user. This could lead to local escalation of privilege after preparing the device, hiding the warning, and passing the phone to a new user, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-243433344References: N/A",2023-03-24T20:15:14.907,2023-03-30T01:14:03.347,cvssMetricV31,
