CVE,Year,Month,Severity,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity
CVE-2023-21276,2023,August,High,CWE-908,"In writeToParcel of CursorWindow.cpp, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:12.967,2023-08-21T16:42:15.763,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21277,2023,August,High,NVD-CWE-noinfo,"In visitUris of RemoteViews.java, there is a possible way to reveal images across users due to a missing permission check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.023,2023-08-21T16:42:02.660,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21279,2023,August,High,NVD-CWE-Other,"In visitUris of RemoteViews.java, there is a possible cross-user media read due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.150,2023-08-21T16:41:38.990,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21283,2023,August,High,NVD-CWE-Other,"In multiple functions of StatusHints.java, there is a possible way to reveal images across users due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.

",None,2023-08-14T22:15:13.407,2023-08-21T16:39:50.113,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21288,2023,August,High,CWE-862,"In visitUris of Notification.java, there is a possible way to reveal images across users due to a missing permission check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.727,2023-08-21T18:35:46.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21289,2023,August,High,NVD-CWE-Other,"In multiple locations, there is a possible bypass of a multi user security boundary due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.790,2023-08-21T18:47:03.143,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21292,2023,August,High,NVD-CWE-Other,"In openContentUri of ActivityManagerService.java, there is a possible way for a third party app to obtain restricted files due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.927,2023-08-21T18:50:48.783,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21280,2023,August,High,CWE-400,"In setMediaButtonBroadcastReceiver of MediaSessionRecord.java, there is a possible permanent DoS due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.217,2023-08-21T16:41:11.510,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2023-21284,2023,August,High,CWE-20,"In multiple functions of DevicePolicyManager.java, there is a possible way to prevent enabling the Find my Device feature due to improper input validation. This could lead to local denial of service with User execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.477,2023-08-21T16:39:15.520,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2023-20965,2023,August,High,CWE-522,"In processMessageImpl of ClientModeImpl.java, there is a possible credential disclosure in the TOFU flow due to a logic error in the code. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T21:15:10.320,2023-08-24T15:09:35.493,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2023-21132,2023,August,High,CWE-862,"In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T21:15:11.030,2023-08-24T15:12:20.890,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM
CVE-2023-21133,2023,August,High,CWE-862,"In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T21:15:11.107,2023-08-24T15:12:18.377,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM
CVE-2023-21134,2023,August,High,CWE-862,"In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T21:15:11.247,2023-08-24T15:13:20.037,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM
CVE-2023-21140,2023,August,High,CWE-862,"In onCreate of ManagePermissionsActivity.java, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T21:15:11.487,2023-08-24T15:13:02.303,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM
CVE-2023-21242,2023,August,High,NVD-CWE-noinfo,"In isServerCertChainValid of InsecureEapNetworkHandler.java, there is a possible way to trust an imposter server due to a logic error in the code. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T21:15:11.733,2023-08-24T15:38:05.187,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2023-21275,2023,August,High,NVD-CWE-noinfo,"In decideCancelProvisioningDialog of AdminIntegratedFlowPrepareActivity.java, there is a possible way to bypass factory reset protections due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:12.897,2023-08-21T16:42:30.400,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-21271,2023,August,High,CWE-125,"In parseInputs of ShimPreparedModel.cpp, there is a possible out of bounds read due to improper input validation. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:12.603,2023-08-18T19:54:05.827,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21274,2023,August,High,CWE-125,"In convertSubgraphFromHAL of ShimConverter.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:12.823,2023-08-21T16:42:55.323,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21285,2023,August,High,NVD-CWE-Other,"In setMetadata of MediaSessionRecord.java, there is a possible way to view another user's images due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.537,2023-08-21T16:34:52.097,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-21268,2023,August,High,CWE-22,"In update of MmsProvider.java, there is a possible way to change directory permissions due to a path traversal error. This could lead to local denial of service of SIM recognition with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T21:15:12.407,2023-11-15T02:55:56.537,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2023-21290,2023,August,High,CWE-362,"In update of MmsProvider.java, there is a possible way to bypass file permission checks due to a race condition. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.

",None,2023-08-14T22:15:13.853,2023-08-21T18:49:23.763,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2023-21282,2023,August,High,CWE-787,"In TRANSPOSER_SETTINGS of lpp_tran.h, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.

",None,2023-08-14T22:15:13.347,2023-08-21T16:40:21.370,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH
CVE-2020-29374,2023,August,High,CWE-362,"An issue was discovered in the Linux kernel before 5.7.3, related to mm/gup.c and mm/huge_memory.c. The get_user_pages (aka gup) implementation, when used for a copy-on-write page, does not properly consider the semantics of read operations and therefore can grant unintended write access, aka CID-17839856fd58.",5.7.3,2020-11-28T07:15:11.960,2023-11-09T14:44:33.733,cvssMetricV31,LOCAL,HIGH,LOW,NONE,LOW,LOW,NONE,3.6,LOW
CVE-2020-29374,2023,August,High,CWE-863,"An issue was discovered in the Linux kernel before 5.7.3, related to mm/gup.c and mm/huge_memory.c. The get_user_pages (aka gup) implementation, when used for a copy-on-write page, does not properly consider the semantics of read operations and therefore can grant unintended write access, aka CID-17839856fd58.",5.7.3,2020-11-28T07:15:11.960,2023-11-09T14:44:33.733,cvssMetricV31,LOCAL,HIGH,LOW,NONE,LOW,LOW,NONE,3.6,LOW
CVE-2023-20780,2023,August,High,NVD-CWE-noinfo,"In keyinstall, there is a possible information disclosure due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08017756; Issue ID: ALPS08017756.",None,2023-08-07T04:15:12.577,2023-08-09T17:09:07.053,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM
CVE-2023-21626,2023,August,High,CWE-287,Cryptographic issue in HLOS due to improper authentication while performing key velocity checks using more than one key.,None,2023-08-08T10:15:13.137,2024-04-12T17:16:41.520,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,NONE,7.1,HIGH
CVE-2023-21626,2023,August,High,CWE-320,Cryptographic issue in HLOS due to improper authentication while performing key velocity checks using more than one key.,None,2023-08-08T10:15:13.137,2024-04-12T17:16:41.520,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,NONE,7.1,HIGH
CVE-2023-22666,2023,August,High,CWE-787,Memory Corruption in Audio while playing amrwbplus clips with modified content.,None,2023-08-08T10:15:13.880,2024-04-12T17:16:54.573,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-22666,2023,August,High,CWE-190,Memory Corruption in Audio while playing amrwbplus clips with modified content.,None,2023-08-08T10:15:13.880,2024-04-12T17:16:54.573,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28537,2023,August,High,CWE-787,Memory corruption while allocating memory in COmxApeDec module in Audio.,None,2023-08-08T10:15:14.287,2024-04-12T17:17:00.537,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28537,2023,August,High,CWE-190,Memory corruption while allocating memory in COmxApeDec module in Audio.,None,2023-08-08T10:15:14.287,2024-04-12T17:17:00.537,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-28555,2023,August,High,CWE-125,Transient DOS in Audio while remapping channel buffer in media codec decoding.,None,2023-08-08T10:15:14.373,2024-04-12T17:17:04.750,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-28555,2023,August,High,CWE-126,Transient DOS in Audio while remapping channel buffer in media codec decoding.,None,2023-08-08T10:15:14.373,2024-04-12T17:17:04.750,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2023-40079,2023,December,High,NVD-CWE-noinfo,"In injectSendIntentSender of ShortcutService.java, there is a possible background activity launch due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.857,2024-02-15T20:53:24.200,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40089,2023,December,High,CWE-862,"In getCredentialManagerPolicy of DevicePolicyManagerService.java, there is a possible method for users to select credential managers without permission due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.283,2024-02-02T03:15:30.553,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40091,2023,December,High,CWE-787,"In onTransact of IncidentService.cpp, there is a possible out of bounds write due to memory corruption. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.387,2024-02-02T03:15:39.110,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40094,2023,December,High,CWE-862,"In keyguardGoingAway of ActivityTaskManagerService.java, there is a possible lock screen bypass due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.493,2024-02-02T03:10:05.053,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40095,2023,December,High,NVD-CWE-noinfo,"In createDontSendToRestrictedAppsBundle of PendingIntentUtils.java, there is a possible background activity launch due to a missing check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.547,2024-02-02T03:09:57.887,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40096,2023,December,High,NVD-CWE-noinfo,"In OpRecordAudioMonitor::onFirstRef of AudioRecordClient.cpp, there is a possible way to record audio from the background due to a missing flag. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.600,2024-02-02T03:14:44.280,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40103,2023,December,High,CWE-415,"In multiple locations, there is a possible way to corrupt memory due to a double free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.757,2024-02-02T03:14:29.707,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-45774,2023,December,High,NVD-CWE-Other,"In fixUpIncomingShortcutInfo of ShortcutService.java, there is a possible way to view another user's image due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:26.483,2024-02-02T03:13:23.130,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-45777,2023,December,High,NVD-CWE-noinfo,"In checkKeyIntentParceledCorrectly of AccountManagerService.java, there is a possible way to launch arbitrary activities using system privileges due to Parcel Mismatch. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:26.623,2024-02-02T03:14:19.097,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40073,2023,December,High,NVD-CWE-Other,"In visitUris of Notification.java, there is a possible cross-user media read due to Confused Deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.553,2024-02-02T16:29:18.777,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-40092,2023,December,High,NVD-CWE-Other,"In verifyShortcutInfoPackage of ShortcutService.java, there is a possible way to see another user's image due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.440,2024-02-02T03:15:44.960,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-40074,2023,December,High,NVD-CWE-noinfo,"In saveToXml of PersistableBundle.java, invalid data could lead to local persistent denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.607,2024-02-02T16:29:22.447,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2023-40075,2023,December,High,NVD-CWE-noinfo,"In forceReplaceShortcutInner of ShortcutPackage.java, there is a possible way to register unlimited packages due to a missing bounds check. This could lead to local denial of service which results in a boot loop with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.660,2024-02-02T16:29:25.807,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2023-40078,2023,December,High,CWE-787,"In a2dp_vendor_opus_decoder_decode_packet of a2dp_vendor_opus_decoder.cc, there is a possible out of bounds write due to a heap buffer overflow. This could lead to paired device escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.807,2024-02-02T16:29:38.007,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2023-40080,2023,December,High,CWE-787,"In multiple functions of btm_ble_gap.cc, there is a possible out of bounds write due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.913,2024-02-15T20:53:30.253,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40082,2023,December,High,NVD-CWE-noinfo,"In modify_for_next_stage of fdt.rs, there is a possible way to render KASLR ineffective due to improperly used crypto. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.023,2024-02-15T20:46:11.673,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2023-40084,2023,December,High,CWE-416,"In run of MDnsSdListener.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.130,2024-02-09T00:24:31.993,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-40087,2023,December,High,CWE-787,"In transcodeQ*ToFloat of btif_avrcp_audio_track.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to paired device escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.177,2024-02-09T00:23:21.477,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH
CVE-2023-40090,2023,December,High,CWE-203,"In BTM_BleVerifySignature of btm_ble.cc, there is a possible way to bypass signature validation due to side channel information disclosure. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.337,2024-02-02T03:15:34.857,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,NONE,NONE,6.5,MEDIUM
CVE-2023-40097,2023,December,High,CWE-20,"In hasPermissionForActivity of PackageManagerHelper.java, there is a possible URI grant due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",None,2023-12-04T23:15:24.657,2024-02-02T03:14:39.080,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-45773,2023,December,High,CWE-787,"In multiple functions of btm_ble_gap.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:26.440,2024-02-02T03:13:12.243,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-45775,2023,December,High,CWE-787,"In CreateAudioBroadcast of broadcaster.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:26.530,2024-02-02T03:13:30.237,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-45776,2023,December,High,CWE-787,"In CreateAudioBroadcast of broadcaster.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:26.577,2024-02-02T03:14:10.420,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-21394,2023,December,High,NVD-CWE-Other,"In registerPhoneAccount of TelecomServiceImpl.java, there is a possible way to reveal images from another user due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-10-30T18:15:09.813,2023-12-22T01:15:08.937,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-35668,2023,December,High,NVD-CWE-Other,"In visitUris of Notification.java, there is a possible way to display images from another user due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:23.460,2023-12-22T01:15:09.230,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-40083,2023,December,High,CWE-125,"In parse_gap_data of utils.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.073,2024-02-15T20:25:39.540,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-40098,2023,December,High,NVD-CWE-noinfo,"In mOnDone of NotificationConversationInfo.java, there is a possible way to access app notification data of another user due to a logic error in the code. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:24.707,2024-02-02T03:14:34.950,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-45781,2023,December,High,CWE-125,"In parse_gap_data of utils.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.",None,2023-12-04T23:15:26.717,2023-12-22T01:15:11.440,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-3889,2023,December,High,CWE-119,"A local non-privileged user can make improper GPU memory processing operations. If the operations are carefully prepared, then they could be used to gain access to already freed memory.

",None,2023-11-07T16:15:28.637,2023-11-14T20:20:43.367,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-3889,2023,December,High,CWE-119,"A local non-privileged user can make improper GPU memory processing operations. If the operations are carefully prepared, then they could be used to gain access to already freed memory.

",None,2023-11-07T16:15:28.637,2023-11-14T20:20:43.367,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-3889,2023,December,High,CWE-667,"A local non-privileged user can make improper GPU memory processing operations. If the operations are carefully prepared, then they could be used to gain access to already freed memory.

",None,2023-11-07T16:15:28.637,2023-11-14T20:20:43.367,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-4272,2023,December,High,NVD-CWE-noinfo,"A local non-privileged user can make GPU processing operations that expose sensitive data from previously freed memory. 

",None,2023-11-07T16:15:29.250,2023-11-14T20:21:21.940,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-4272,2023,December,High,CWE-1251,"A local non-privileged user can make GPU processing operations that expose sensitive data from previously freed memory. 

",None,2023-11-07T16:15:29.250,2023-11-14T20:21:21.940,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-4272,2023,December,High,CWE-200,"A local non-privileged user can make GPU processing operations that expose sensitive data from previously freed memory. 

",None,2023-11-07T16:15:29.250,2023-11-14T20:21:21.940,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2023-32804,2023,December,High,CWE-787,"Out-of-bounds Write vulnerability in Arm Ltd Midgard GPU Userspace Driver, Arm Ltd Bifrost GPU Userspace Driver, Arm Ltd Valhall GPU Userspace Driver, Arm Ltd Arm 5th Gen GPU Architecture Userspace Driver allows a local non-privileged user to write a constant pattern to a limited amount of memory not allocated by the user space driver.This issue affects Midgard GPU Userspace Driver: from r0p0 through r32p0; Bifrost GPU Userspace Driver: from r0p0 through r44p0; Valhall GPU Userspace Driver: from r19p0 through r44p0; Arm 5th Gen GPU Architecture Userspace Driver: from r41p0 through r44p0.

",None,2023-12-04T12:15:07.570,2023-12-07T20:09:10.640,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-32804,2023,December,High,CWE-787,"Out-of-bounds Write vulnerability in Arm Ltd Midgard GPU Userspace Driver, Arm Ltd Bifrost GPU Userspace Driver, Arm Ltd Valhall GPU Userspace Driver, Arm Ltd Arm 5th Gen GPU Architecture Userspace Driver allows a local non-privileged user to write a constant pattern to a limited amount of memory not allocated by the user space driver.This issue affects Midgard GPU Userspace Driver: from r0p0 through r32p0; Bifrost GPU Userspace Driver: from r0p0 through r44p0; Valhall GPU Userspace Driver: from r19p0 through r44p0; Arm 5th Gen GPU Architecture Userspace Driver: from r41p0 through r44p0.

",None,2023-12-04T12:15:07.570,2023-12-07T20:09:10.640,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-32818,2023,December,High,CWE-843,"In vdec, there is a possible out of bounds write due to type confusion. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08163896 & ALPS08013430; Issue ID: ALPS07867715.",None,2023-11-06T04:15:07.713,2023-11-13T18:52:16.527,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM
CVE-2023-32847,2023,December,High,CWE-787,"In audio, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation. Patch ID: ALPS08241940; Issue ID: ALPS08241940.",None,2023-12-04T04:15:07.663,2023-12-07T16:36:52.073,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2023-32848,2023,December,High,CWE-787,"In vdec, there is a possible out of bounds write due to type confusion. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08163896; Issue ID: ALPS08163896.",None,2023-12-04T04:15:07.710,2023-12-07T16:36:59.973,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM
