CVE,Year,Month,Date_vivo,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity,vul_true_asb,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2022-20392,2022,09,2022-09-01,3835,2022,09,9/1/22,,A-213323615,"https://android.googlesource.com/platform/frameworks/base/+/745e31e1be11d0b2f005590c4d448a8cb9bfbe35"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/548edbb850227e076735615f83f8e23352b0b82d"" rel=""noreferrer",EoP,High,"10, 11, 12, 12L",,,"In declareDuplicatePermission of ParsedPermissionUtils.java, there is a possible way to obtain a dangerous permission without user consent due to improper input validation. This could lead to local escalation of privilege during app installation or upgrade with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12LAndroid ID: A-213323615","Android-10, Android-11, Android-12, Android-12",2022-09-13T20:15:09.390,2022-09-17T00:02:13.950,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2022-09-01
CVE-2022-20393,2022,09,2022-09-01,3836,2022,09,9/1/22,,A-233735886,"https://android.googlesource.com/platform/frameworks/av/+/b63d4e785ba4d896bbbd50d4f09bda13294926af"" rel=""noreferrer",ID,High,"11, 12, 12L",,,"In extract3GPPGlobalDescriptions of TextDescriptions.cpp, there is a possible out of bounds read due to an integer overflow. This could lead to local information disclosure from the media server with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12LAndroid ID: A-233735886","Android-11, Android-12, Android-12",2022-09-13T20:15:09.433,2023-08-08T14:21:49.707,CWE-191,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Integer Underflow (Wrap or Wraparound),2022-09-01
CVE-2022-20395,2022,09,2022-09-01,3838,2022,09,9/1/22,,A-221855295,"https://android.googlesource.com/platform/packages/providers/MediaProvider/+/9b7b8bd674491ce499d76b52cd2209d7db261ea0"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In checkAccess of MediaProvider.java, there is a possible file deletion due to a path traversal error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-221855295","Android-11, Android-12, Android-12, Android-13",2022-09-13T20:15:09.473,2022-09-17T00:03:48.667,CWE-22,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-09-01
CVE-2022-20395,2022,09,2022-09-01,3842,2022,09,9/1/22,,,,,,,MediaProvider,,"In checkAccess of MediaProvider.java, there is a possible file deletion due to a path traversal error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-221855295","Android-11, Android-12, Android-12, Android-13",2022-09-13T20:15:09.473,2022-09-17T00:03:48.667,CWE-22,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-09-01
CVE-2022-20398,2022,09,2022-09-01,3839,2022,09,9/1/22,,A-221859734,"https://android.googlesource.com/platform/packages/modules/Wifi/+/737e26535baeb007b9034f581b4616699b05725f"" rel=""noreferrer",EoP,High,13,,,"In addOrUpdateNetwork of WifiServiceImpl.java, there is a possible way for a guest user to configure Wi-Fi due to a permissions bypass. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-221859734",Android-13,2022-09-13T20:15:09.557,2022-09-19T17:40:05.757,CWE-732,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Permission Assignment for Critical Resource,2022-09-01
CVE-2022-20398,2022,09,2022-09-01,3843,2022,09,9/1/22,,,,,,,WiFi,,"In addOrUpdateNetwork of WifiServiceImpl.java, there is a possible way for a guest user to configure Wi-Fi due to a permissions bypass. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-221859734",Android-13,2022-09-13T20:15:09.557,2022-09-19T17:40:05.757,CWE-732,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Permission Assignment for Critical Resource,2022-09-01
CVE-2022-20396,2022,09,2022-09-01,3840,2022,09,9/1/22,,A-234440688,"https://android.googlesource.com/platform/packages/apps/Settings/+/8cef068117d15802595a558281c1d1efe3d62da2"" rel=""noreferrer",ID,High,"12L, 13",,,"In SettingsActivity.java, there is a possible way to make a device discoverable over Bluetooth, without permission or user interaction, due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12L Android-13Android ID: A-234440688","Android-12, Android-13",2022-09-13T20:15:09.513,2023-08-08T14:21:49.707,CWE-345,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Insufficient Verification of Data Authenticity,2022-09-01
CVE-2022-20399,2022,09,2022-09-01,3844,2022,09,9/5/22,,"A-219808546,","https://android.googlesource.com/kernel/common/+/9152b8d66c22c271e29ccfb381a121f1ec6eaeac"" rel=""noreferrer",ID,High,,SELinux,,"In the SEPolicy configuration of system apps, there is a possible access to the 'ip' utility due to an insecure default value. This could lead to local information disclosure of network data with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-219808546References: Upstream kernel",,2022-09-13T20:15:09.597,2022-09-17T00:09:53.783,CWE-732,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Incorrect Permission Assignment for Critical Resource,2022-09-01
CVE-2021-4083,2022,09,2022-09-01,3845,2022,09,9/5/22,,"A-216408350,","https://android.googlesource.com/kernel/common/+/054aa8d439b9185d4f5eb9a90282d1ce74772969"" rel=""noreferrer",EoP,High,,Kernel,,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2022-09-01
CVE-2021-4083,2022,09,2022-09-01,3845,2022,09,9/5/22,,"A-216408350,","https://android.googlesource.com/kernel/common/+/054aa8d439b9185d4f5eb9a90282d1ce74772969"" rel=""noreferrer",EoP,High,,Kernel,,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2022-09-01
CVE-2021-4083,2022,09,2022-09-01,3845,2022,09,9/5/22,,"A-216408350,","https://android.googlesource.com/kernel/common/+/054aa8d439b9185d4f5eb9a90282d1ce74772969"" rel=""noreferrer",EoP,High,,Kernel,,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2022-09-01
CVE-2021-4083,2022,09,2022-09-01,3845,2022,09,9/5/22,,"A-216408350,","https://android.googlesource.com/kernel/common/+/054aa8d439b9185d4f5eb9a90282d1ce74772969"" rel=""noreferrer",EoP,High,,Kernel,,A read-after-free memory flaw was found in the Linux kernel's garbage collection for Unix domain socket file handlers in the way users call close() and fget() simultaneously and can potentially trigger a race condition. This flaw allows a local user to crash the system or escalate their privileges on the system. This flaw affects Linux kernel versions prior to 5.16-rc4.,5.16,2022-01-18T17:15:09.403,2023-10-06T18:05:43.720,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2022-09-01
CVE-2022-29582,2022,09,2022-09-01,3846,2022,09,9/5/22,,"A-231494876,","https://android.googlesource.com/kernel/common/+/4b895c556fa46acaa95bf27c95e4f9449ff4d17a"" rel=""noreferrer",EoP,High,,fs,,"In the Linux kernel before 5.17.3, fs/io_uring.c has a use-after-free due to a race condition in io_uring timeouts. This can be triggered by a local user who has no access to any user namespace; however, the race condition perhaps can only be exploited infrequently.",5.17.3,2022-04-22T16:15:09.393,2024-05-01T18:15:09.327,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2022-09-01
CVE-2022-26447,2022,09,2022-09-01,3851,2022,09,9/5/22,,"A-237956326,M-ALPS06784478",,,High,,BT firmware,,"In BT firmware, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS06784478; Issue ID: ALPS06784478.",,2022-09-06T18:15:11.610,2023-08-08T14:21:49.707,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2022-09-01
CVE-2022-22095,2022,09,2022-09-01,3859,2022,09,9/5/22,,"A-223210037,,QC-CR#3168780,QC-CR#3088894","https://git.codelinaro.org/clo/la/kernel/msm-4.19/-/commit/f7cafe03ab52465acfba2e62c6b4da354723cee3"" rel=""noreferrer,https://source.codeaurora.org/quic/le/kernel/msm-4.19/commit/?id=7084d65ae1a81ea81fba243420f7f79dea13d76f"" rel=""noreferrer",,High,,Kernel,,"Memory corruption in synx driver due to use-after-free condition in the synx driver due to accessing object handles without acquiring lock in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,2022-09-16T06:15:10.423,2022-09-20T13:15:51.917,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2022-09-01
CVE-2022-25656,2022,09,2022-09-01,3860,2022,09,9/5/22,,"A-228101796,,QC-CR#3119439,QC-CR#2998082","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/501d0efe7525de1456b444a6f7f30b50a0d22582"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.10/-/commit/470047b5c89944fe84737b1f529edd5b1c185782"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/31ff75796c8ce7474080bc121c25491d36a075ba"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.10/-/commit/7a671fab89802eaebce00e3858698b4bdc9595de"" rel=""noreferrer",,High,,Kernel,,"Possible integer overflow and memory corruption due to improper validation of buffer size sent to write to console when computing the payload size in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:10.730,2023-04-19T17:10:55.030,CWE-190,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2022-09-01
CVE-2022-25670,2022,09,2022-09-01,3861,2022,09,9/5/22,,"A-235102548,,QC-CR#3104235","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/-/commit/a04ffeff1199e6d34864389624b92b9acf8c8fb3"" rel=""noreferrer",,High,,WLAN,,"Denial of service in WLAN HOST due to buffer over read while unpacking frames in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:10.847,2023-04-19T17:10:55.030,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2022-09-01
CVE-2022-25693,2022,09,2022-09-01,3862,2022,09,9/5/22,,"A-235102897,,QC-CR#3141474","https://git.codelinaro.org/clo/la/kernel/msm-5.10/-/commit/c0d2d03debbedc696561cd7b3c503c4aeaabfa1a"" rel=""noreferrer",,High,,Display,,"Memory corruption in graphics due to use-after-free while graphics profiling in Snapdragon Connectivity, Snapdragon Mobile",,2022-09-16T06:15:11.097,2023-04-19T17:10:55.030,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2022-09-01
CVE-2022-25706,2022,09,2022-09-01,3864,2022,09,9/5/22,,"A-235102901,,QC-CR#3155132","https://git.codelinaro.org/clo/la/platform/vendor/qcom-opensource/system/bt/-/commit/d4e26243378796cd6aa997d5e45bb87954ffc859"" rel=""noreferrer",,High,,Bluetooth,,"Information disclosure in Bluetooth driver due to buffer over-read while reading l2cap length in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:11.263,2023-04-19T17:10:55.030,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2022-09-01
CVE-2022-22066,2022,09,2022-09-01,3866,2022,09,9/5/22,,A-223209292,,,High,,Closed-source component,,"Memory corruption occurs while processing command received from HLOS due to improper length check in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:09.603,2023-04-19T17:10:55.030,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2022-09-01
CVE-2022-22074,2022,09,2022-09-01,3867,2022,09,9/5/22,,A-235102567,,,High,,Closed-source component,,"Memory Corruption during wma file playback due to integer overflow in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:09.713,2023-08-08T14:21:49.707,CWE-190,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2022-09-01
CVE-2022-22081,2022,09,2022-09-01,3868,2022,09,9/5/22,,A-235102758,,,High,,Closed-source component,,"Memory corruption in audio module due to integer overflow in Snapdragon Auto, Snapdragon Connectivity, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:09.807,2023-08-08T14:21:49.707,CWE-190,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2022-09-01
CVE-2022-22089,2022,09,2022-09-01,3869,2022,09,9/5/22,,A-235102568,,,High,,Closed-source component,,"Memory corruption in audio while playing record due to improper list handling in two threads in Snapdragon Connectivity, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:09.883,2023-04-19T17:10:55.030,CWE-190,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2022-09-01
CVE-2022-22091,2022,09,2022-09-01,3870,2022,09,9/5/22,,A-223209291,,,High,,Closed-source component,,"Improper authorization of a replayed LTE security mode command can lead to a denial of service in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:09.970,2023-08-08T14:21:49.707,NVD-CWE-Other,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,,2022-09-01
CVE-2022-22092,2022,09,2022-09-01,3871,2022,09,9/5/22,,A-223211216,,,High,,Closed-source component,,"Memory corruption in kernel due to use after free issue in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,2022-09-16T06:15:10.050,2023-04-19T17:10:55.030,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2022-09-01
CVE-2022-22093,2022,09,2022-09-01,3872,2022,09,9/5/22,,A-223209815,,,High,,Closed-source component,,"Memory corruption or temporary denial of service due to improper handling of concurrent hypervisor operations to attach or detach IRQs from virtual interrupt sources in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,2022-09-16T06:15:10.140,2023-04-19T17:10:55.030,CWE-367,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition,2022-09-01
CVE-2022-22094,2022,09,2022-09-01,3873,2022,09,9/5/22,,A-223210036,,,High,,Closed-source component,,"memory corruption in Kernel due to race condition while getting mapping reference in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,2022-09-16T06:15:10.280,2023-04-19T17:10:55.030,CWE-367,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition,2022-09-01
CVE-2022-25669,2022,09,2022-09-01,3874,2022,09,9/5/22,,A-235102508,,,High,,Closed-source component,,"Denial of service in video due to buffer over read while parsing MP4 clip in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:10.783,2023-04-19T17:10:55.030,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2022-09-01
CVE-2022-25686,2022,09,2022-09-01,3875,2022,09,9/5/22,,A-235102899,,,High,,Closed-source component,,"Memory corruption in video module due to buffer overflow while processing WAV file in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:10.907,2023-04-19T17:10:55.030,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2022-09-01
CVE-2022-25688,2022,09,2022-09-01,3876,2022,09,9/5/22,,A-235102421,,,High,,Closed-source component,,"Memory corruption in video due to buffer overflow while parsing ps video clips in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2022-09-16T06:15:10.967,2023-04-19T17:10:55.030,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2022-09-01
CVE-2022-25690,2022,09,2022-09-01,3877,2022,09,9/5/22,,A-235102422,,,High,,Closed-source component,,"Information disclosure in WLAN due to improper validation of array index while parsing crafted ANQP action frames in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music",,2022-09-16T06:15:11.027,2023-04-19T17:10:55.030,CWE-129,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Improper Validation of Array Index,2022-09-01
CVE-2022-25696,2022,09,2022-09-01,3878,2022,09,9/5/22,,A-235102900,,,High,,Closed-source component,,"Memory corruption in display due to time-of-check time-of-use race condition during map or unmap in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,2022-09-16T06:15:11.180,2023-04-19T17:10:55.030,CWE-367,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition,2022-09-01
CVE-2023-21085,2023,04,2023-04-01,2545,2023,04,4/1/23,,A-264879662,"https://android.googlesource.com/platform/system/nfc/+/09591ec257b3547348e0e3ba123523ea8361c84d"" rel=""noreferrer",RCE,Critical,"11, 12, 12L, 13",,,"In nci_snd_set_routing_cmd of nci_hmsgs.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote (proximal/adjacent) code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-264879662","Android-11, Android-12, Android-12, Android-13",2023-04-19T20:15:11.393,2023-04-25T22:16:47.510,CWE-787,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2023-04-01
CVE-2023-21096,2023,04,2023-04-01,2546,2023,04,4/1/23,,A-254774758,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/9406531d2140299c85bcff60c7d684b9d46acbe4"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/e035d58ca53aa16cdea0914319ebd415fdf02a4e"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/a621fd06157441d995c30d96a31e7883a808d6ab"" rel=""noreferrer",RCE,Critical,"12, 12L, 13",,,"In OnWakelockReleased of attribution_processor.cc, there is a use after free that could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-254774758","Android-12, Android-12, Android-13",2023-04-19T20:15:11.850,2023-04-25T22:12:48.003,CWE-416,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Use After Free,2023-04-01
CVE-2022-33231,2023,04,2023-04-01,2595,2023,04,4/5/23,,A-250627388,,,Critical,,Closed-source component,,Memory corruption due to double free in core while initializing the encryption key.,,2023-04-13T07:15:15.057,2024-04-12T17:16:04.853,CWE-415,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Double Free,2023-04-01
CVE-2022-33231,2023,04,2023-04-01,2595,2023,04,4/5/23,,A-250627388,,,Critical,,Closed-source component,,Memory corruption due to double free in core while initializing the encryption key.,,2023-04-13T07:15:15.057,2024-04-12T17:16:04.853,CWE-415,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Double Free,2023-04-01
CVE-2022-33231,2023,04,2023-04-01,2595,2023,04,4/5/23,,A-250627388,,,Critical,,Closed-source component,,Memory corruption due to double free in core while initializing the encryption key.,,2023-04-13T07:15:15.057,2024-04-12T17:16:04.853,CWE-415,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Double Free,2023-04-01
CVE-2022-33231,2023,04,2023-04-01,2595,2023,04,4/5/23,,A-250627388,,,Critical,,Closed-source component,,Memory corruption due to double free in core while initializing the encryption key.,,2023-04-13T07:15:15.057,2024-04-12T17:16:04.853,CWE-415,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Double Free,2023-04-01
CVE-2022-33288,2023,04,2023-04-01,2596,2023,04,4/5/23,,A-250627565,,,Critical,,Closed-source component,,Memory corruption due to buffer copy without checking the size of input in Core while sending SCM command to get write protection information.,,2023-04-13T07:15:17.063,2024-04-12T17:16:23.240,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2023-04-01
CVE-2022-33288,2023,04,2023-04-01,2596,2023,04,4/5/23,,A-250627565,,,Critical,,Closed-source component,,Memory corruption due to buffer copy without checking the size of input in Core while sending SCM command to get write protection information.,,2023-04-13T07:15:17.063,2024-04-12T17:16:23.240,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2023-04-01
CVE-2022-33288,2023,04,2023-04-01,2596,2023,04,4/5/23,,A-250627565,,,Critical,,Closed-source component,,Memory corruption due to buffer copy without checking the size of input in Core while sending SCM command to get write protection information.,,2023-04-13T07:15:17.063,2024-04-12T17:16:23.240,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2023-04-01
CVE-2022-33288,2023,04,2023-04-01,2596,2023,04,4/5/23,,A-250627565,,,Critical,,Closed-source component,,Memory corruption due to buffer copy without checking the size of input in Core while sending SCM command to get write protection information.,,2023-04-13T07:15:17.063,2024-04-12T17:16:23.240,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2023-04-01
CVE-2022-33289,2023,04,2023-04-01,2597,2023,04,4/5/23,,A-250627430,,,Critical,,Closed-source component,,Memory corruption occurs in Modem due to improper validation of array index when malformed APDU is sent from card.,,2023-04-13T07:15:17.393,2024-04-12T17:16:23.697,CWE-129,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Improper Validation of Array Index,2023-04-01
CVE-2022-33289,2023,04,2023-04-01,2597,2023,04,4/5/23,,A-250627430,,,Critical,,Closed-source component,,Memory corruption occurs in Modem due to improper validation of array index when malformed APDU is sent from card.,,2023-04-13T07:15:17.393,2024-04-12T17:16:23.697,CWE-129,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Improper Validation of Array Index,2023-04-01
CVE-2022-33289,2023,04,2023-04-01,2597,2023,04,4/5/23,,A-250627430,,,Critical,,Closed-source component,,Memory corruption occurs in Modem due to improper validation of array index when malformed APDU is sent from card.,,2023-04-13T07:15:17.393,2024-04-12T17:16:23.697,CWE-129,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Improper Validation of Array Index,2023-04-01
CVE-2022-33289,2023,04,2023-04-01,2597,2023,04,4/5/23,,A-250627430,,,Critical,,Closed-source component,,Memory corruption occurs in Modem due to improper validation of array index when malformed APDU is sent from card.,,2023-04-13T07:15:17.393,2024-04-12T17:16:23.697,CWE-129,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Improper Validation of Array Index,2023-04-01
