ID,CVE,descrip,vul_true,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
4088,CVE-2022-0850,"A vulnerability was found in linux kernel, where an information leak occurs via ext4_extent_header to userspace.",,23-Mar,NULL,2022-08-29T15:15:09.920,2023-10-05T13:47:26.270,HIGH,HIGH,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
4089,CVE-2023-20602,"In ged, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07494107; Issue ID: ALPS07494107.",,23-Mar,NULL,2023-02-06T20:15:14.440,2023-02-14T17:12:33.240,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
4090,CVE-2022-33248,Memory corruption in User Identity Module due to integer overflow to buffer overflow when a segement is received via qmi http.,,23-Mar,NULL,2023-02-12T04:15:14.353,2024-04-12T17:16:10.593,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,"CWE-190,CWE-680","The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. ,The product performs a calculation to determine how much memory to allocate, but an integer overflow can occur that causes less memory to be allocated than expected, leading to a buffer overflow. "
4091,CVE-2022-33271,Information disclosure due to buffer over-read in WLAN while parsing NMF frame.,,23-Mar,NULL,2023-02-12T04:15:14.420,2024-04-12T17:16:17.670,HIGH,HIGH,NONE,NONE,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-126","The product reads data past the end, or before the beginning, of the intended buffer. ,The product reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer. "
4092,CVE-2022-33277,Memory corruption in modem due to buffer copy without checking size of input while receiving WMI command.,,23-Mar,NULL,2023-02-12T04:15:14.487,2024-04-12T17:16:20.980,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-120,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
4093,CVE-2022-33306,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,23-Mar,NULL,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-126","The product reads data past the end, or before the beginning, of the intended buffer. ,The product reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer. "
4094,CVE-2022-40512,Transient DOS in WLAN Firmware due to buffer over-read while processing probe response or beacon.,,23-Mar,NULL,2023-02-12T04:15:15.430,2024-04-12T17:16:31.980,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-126","The product reads data past the end, or before the beginning, of the intended buffer. ,The product reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer. "
4095,CVE-2023-20906,"In onPackageAddedInternal of PermissionManagerService.java, there is a possible way to silently grant a permission after a Target SDK update due to a permissions bypass. This could lead to local escalation of privilege after updating an app to a higher Target SDK with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-221040577",,23-Mar,NULL,2023-03-24T20:15:09.067,2023-03-29T07:32:56.523,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
4096,CVE-2023-20911,"In addPermission of PermissionManagerServiceImpl.java , there is a possible failure to persist permission settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-242537498",,23-Mar,NULL,2023-03-24T20:15:09.160,2023-03-29T14:59:22.453,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-400,"The product does not properly control the allocation and maintenance of a limited resource, thereby enabling an actor to influence the amount of resources consumed, eventually leading to the exhaustion of available resources. "
4097,CVE-2023-20917,"In onTargetSelected of ResolverActivity.java, there is a possible way to share a wrong file due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-242605257",,23-Mar,NULL,2023-03-24T20:15:09.213,2023-03-29T07:36:39.297,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
4098,CVE-2023-20947,"In getGroupState of GrantPermissionsViewModel.kt, there is a possible way to keep a one-time permission granted due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-237405974",,23-Mar,NULL,2023-03-24T20:15:09.447,2023-03-29T07:34:26.577,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
4099,CVE-2023-20963,"In WorkSource, there is a possible parcel mismatch. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-220302519",,23-Mar,NULL,2023-03-24T20:15:10.010,2023-03-28T13:46:52.547,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-295,"The product does not validate, or incorrectly validates, a certificate. "
4100,CVE-2023-20956,"In Import of C2SurfaceSyncObj.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-240140929",,23-Mar,NULL,2023-03-24T20:15:09.730,2023-03-28T19:47:00.660,MEDIUM,HIGH,NONE,NONE,HIGH,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4101,CVE-2023-20958,"In read_paint of ttcolr.c, there is a possible out of bounds read due to a heap buffer overflow. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-254803162",,23-Mar,NULL,2023-03-24T20:15:09.823,2023-03-28T13:52:30.873,HIGH,HIGH,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
4102,CVE-2023-20964,"In multiple functions of MediaSessionRecord.java, there is a possible Intent rebroadcast due to a confused deputy. This could lead to local denial of service or escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-238177121",,23-Mar,NULL,2023-03-24T20:15:10.087,2023-03-28T18:22:34.090,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,NVD-CWE-Other
4103,CVE-2023-20926,"In onParentVisible of HeaderPrivacyIconsController.kt, there is a possible way to bypass factory reset protections due to a missing permission check. This could lead to local escalation of privilege with physical access to a device that's been factory reset with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-253043058",,23-Mar,NULL,2023-03-24T20:15:09.257,2023-03-29T14:56:46.787,MEDIUM,HIGH,HIGH,HIGH,NONE,PHYSICAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
4104,CVE-2023-20931,"In avdt_scb_hdl_write_req of avdt_scb_act.cc, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-242535997",,23-Mar,NULL,2023-03-24T20:15:09.350,2023-03-29T14:57:16.457,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4105,CVE-2023-20936,"In bta_av_rc_disc_done of bta_av_act.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-226927612",,23-Mar,NULL,2023-03-24T20:15:09.397,2023-03-29T07:35:16.100,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4106,CVE-2023-20953,"In onPrimaryClipChanged of ClipboardListener.java, there is a possible way to bypass factory reset protection due to incorrect UI being shown prior to setup completion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-251778420",,23-Mar,NULL,2023-03-24T20:15:09.593,2023-03-29T07:30:56.243,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-noinfo,NVD-CWE-noinfo
4107,CVE-2023-20955,"In onPrepareOptionsMenu of AppInfoDashboardFragment.java, there is a possible way to bypass admin restrictions and uninstall applications for all users due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-258653813",,23-Mar,NULL,2023-03-24T20:15:09.687,2023-03-28T13:18:51.233,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
4108,CVE-2023-20957,"In onAttach of SettingsPreferenceFragment.java, there is a possible bypass of Factory Reset Protections due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12LAndroid ID: A-258422561",,23-Mar,NULL,2023-03-24T20:15:09.777,2023-03-28T19:46:04.863,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,NVD-CWE-Other
4109,CVE-2023-20966,"In inflate of inflate.c, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-242299736",,23-Mar,NULL,2023-03-24T20:15:10.477,2023-03-28T18:19:00.407,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4110,CVE-2022-4452,Insufficient data validation in crosvm in Google Chrome prior to 107.0.5304.62 allowed a remote attacker to potentially exploit object corruption via a crafted HTML page. (Chromium security severity: High),,23-Mar,NULL,2023-08-25T15:15:08.040,2023-08-31T00:39:17.717,HIGH,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,REQUIRED,NVD-CWE-Other,NVD-CWE-Other
4111,CVE-2022-20467,"In isBluetoothShareUri of BluetoothOppUtility.java, there is a possible incorrect file read due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-225880741",,23-Mar,NULL,2023-03-24T20:15:08.583,2023-03-28T14:15:24.263,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,NVD-CWE-Other,NVD-CWE-Other
4112,CVE-2023-20929,"In sendHalfSheetCancelBroadcast of HalfSheetActivity.java, there is a possible way to learn nearby BT MAC addresses due to an unrestricted broadcast intent. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-234442700",,23-Mar,NULL,2023-03-24T20:15:09.303,2023-03-29T07:38:09.767,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,NVD-CWE-Other
4113,CVE-2023-20952,"In A2DP_BuildCodecHeaderSbc of a2dp_sbc.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-186803518",,23-Mar,NULL,2023-03-24T20:15:09.543,2023-03-28T14:57:11.053,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4114,CVE-2022-20499,"In validateForCommonR1andR2 of PasspointConfiguration.java, uncaught errors in parsing stored configs could lead to local persistent denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-246539931",,23-Mar,NULL,2023-03-24T20:15:08.643,2023-03-28T13:24:54.587,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
4115,CVE-2023-20910,"In add of WifiNetworkSuggestionsManager.java, there is a possible way to trigger permanent DoS due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.

",,23-Mar,NULL,2023-03-24T20:15:09.113,2023-07-13T00:15:23.223,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-400,"The product does not properly control the allocation and maintenance of a limited resource, thereby enabling an actor to influence the amount of resources consumed, eventually leading to the exhaustion of available resources. "
4116,CVE-2022-33232,Memory corruption due to buffer copy without checking size of input while running memory sharing tests with large scattered memory.,,23-Mar,NULL,2023-02-12T04:15:14.053,2024-04-12T17:16:05.717,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-120,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
4117,CVE-2022-39189,An issue was discovered the x86 KVM subsystem in the Linux kernel before 5.18.17. Unprivileged guest users can compromise the guest kernel because TLB flush operations are mishandled in certain KVM_VCPU_PREEMPTED situations.,,23-Mar,NULL,2022-09-02T05:15:07.693,2023-10-20T00:15:11.020,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
4118,CVE-2022-39842,"An issue was discovered in the Linux kernel before 5.19. In pxa3xx_gcu_write in drivers/video/fbdev/pxa3xx-gcu.c, the count parameter has a type conflict of size_t versus int, causing an integer overflow and bypassing the size check. After that, because it is used as the third argument to copy_from_user(), a heap overflow may occur. NOTE: the original discoverer disputes that the overflow can actually happen.",,23-Mar,NULL,2022-09-05T07:15:08.170,2024-05-14T11:20:37.127,MEDIUM,NONE,LOW,HIGH,LOW,LOCAL,LOW,NONE,CWE-190,"The product performs a calculation that can produce an integer overflow or wraparound, when the logic assumes that the resulting value will always be larger than the original value. This can introduce other weaknesses when the calculation is used for resource management or execution control. "
4119,CVE-2022-41222,mm/mremap.c in the Linux kernel before 5.13.3 has a use-after-free via a stale TLB because an rmap lock is not held during a PUD move.,,23-Mar,NULL,2022-09-21T08:15:09.047,2023-07-21T18:46:04.070,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,HIGH,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
4120,CVE-2023-20937,"In several functions of the Android Linux kernel, there is a possible way to corrupt memory due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-257443051References: Upstream kernel",,23-Mar,NULL,2023-02-28T17:15:10.667,2023-03-06T19:36:21.957,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
4121,CVE-2023-20938,"In binder_transaction_buffer_release of binder.c, there is a possible use after free due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-257685302References: Upstream kernel",,23-Mar,NULL,2023-02-28T17:15:10.723,2023-03-06T19:32:27.957,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
4122,CVE-2022-47331,"In wlan driver, there is a race condition. This could lead to local denial of service in wlan services.",,23-Mar,NULL,2023-02-12T04:15:17.450,2023-02-21T20:55:48.797,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,HIGH,NONE,CWE-362,"The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently. "
4123,CVE-2022-47339,"In cmd services, there is a OS command injection issue due to missing permission check. This could lead to local escalation of privilege with system execution privileges needed.",,23-Mar,NULL,2023-02-12T04:15:17.617,2023-08-08T14:21:49.707,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
4124,CVE-2022-33221,Information disclosure in Trusted Execution Environment due to buffer over-read while processing metadata verification requests.,,23-Mar,NULL,2023-02-12T04:15:13.833,2024-04-12T17:16:01.213,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,"CWE-125,CWE-126","The product reads data past the end, or before the beginning, of the intended buffer. ,The product reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer. "
4125,CVE-2022-33233,Memory corruption due to configuration weakness in modem wile sending command to write protected files.,,23-Mar,NULL,2023-02-12T04:15:14.123,2024-04-12T17:16:06.730,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,"CWE-16,CWE-787",",The product writes data past the end, or before the beginning, of the intended buffer. "
4126,CVE-2022-34145,Transient DOS due to buffer over-read in WLAN Host while parsing frame information.,,23-Mar,NULL,2023-02-12T04:15:14.767,2024-04-12T17:16:28.800,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,"CWE-125,CWE-126","The product reads data past the end, or before the beginning, of the intended buffer. ,The product reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer. "
4127,CVE-2022-34146,Transient DOS due to improper input validation in WLAN Host while parsing frame during defragmentation.,,23-Mar,NULL,2023-02-12T04:15:14.837,2024-04-12T17:16:29.040,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
4128,CVE-2022-40502,Transient DOS due to improper input validation in WLAN Host.,,23-Mar,NULL,2023-02-12T04:15:15.363,2024-04-12T17:16:29.323,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
4129,CVE-2023-20959,"In AddSupervisedUserActivity, guest users are not prevented from starting the activity due to missing permissions checks. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-249057848",,23-Mar,NULL,2023-03-24T20:15:09.867,2023-03-28T18:56:36.857,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action. 
4130,CVE-2023-20960,"In launchDeepLinkIntentToRight of SettingsHomepageActivity.java, there is a possible way to launch arbitrary activities due to improper input validation. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12L Android-13Android ID: A-250589026",,23-Mar,NULL,2023-03-24T20:15:09.913,2023-03-28T19:10:10.440,HIGH,HIGH,HIGH,HIGH,LOW,NETWORK,LOW,NONE,CWE-20,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly. "
4131,CVE-2023-20962,"In getSliceEndItem of MediaVolumePreferenceController.java, there is a possible way to start foreground activity from the background due to an unsafe PendingIntent. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-256590210",,23-Mar,NULL,2023-03-24T20:15:09.963,2023-03-28T18:59:28.517,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
4132,CVE-2022-42719,A use-after-free in the mac80211 stack when parsing a multi-BSSID element in the Linux kernel 5.2 through 5.19.x before 5.19.16 could be used by attackers (able to inject WLAN frames) to crash the kernel and potentially execute code.,,23-Feb,NULL,2022-10-13T23:15:11.597,2023-11-07T03:53:24.857,HIGH,HIGH,HIGH,HIGH,NONE,ADJACENT_NETWORK,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
4133,CVE-2022-42720,Various refcounting bugs in the multi-BSS handling in the mac80211 stack in the Linux kernel 5.1 through 5.19.x before 5.19.16 could be used by local attackers (able to inject WLAN frames) to trigger use-after-free conditions to potentially execute code.,,23-Feb,NULL,2022-10-14T00:15:09.533,2023-11-07T03:53:24.950,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-416,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code. "
4134,CVE-2022-42721,"A list management bug in BSS handling in the mac80211 stack in the Linux kernel 5.1 through 5.19.x before 5.19.16 could be used by local attackers (able to inject WLAN frames) to corrupt a linked list and, in turn, potentially execute code.",,23-Feb,NULL,2022-10-14T00:15:09.587,2023-11-07T03:53:25.207,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-835,"The product contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop. "
4135,CVE-2022-41674,An issue was discovered in the Linux kernel before 5.19.16. Attackers able to inject WLAN frames could cause a buffer overflow in the ieee80211_bss_info_update function in net/mac80211/scan.c.,,23-Feb,NULL,2022-10-14T00:15:09.477,2023-11-07T03:52:53.323,HIGH,HIGH,NONE,HIGH,NONE,ADJACENT_NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4136,CVE-2022-22088,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,,23-Feb,NULL,2023-01-09T08:15:11.143,2023-08-08T14:21:49.707,HIGH,HIGH,HIGH,HIGH,NONE,ADJACENT_NETWORK,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4137,CVE-2021-35097,"Possible authentication bypass due to improper order of signature verification and hashing in the signature verification call in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,23-Feb,NULL,2022-09-02T12:15:08.777,2022-09-08T20:22:28.397,MEDIUM,HIGH,HIGH,HIGH,NONE,PHYSICAL,LOW,NONE,CWE-347,"The product does not verify, or incorrectly verifies, the cryptographic signature for data. "
4138,CVE-2021-35113,"Possible authentication bypass due to improper order of signature verification and hashing in the signature verification call in Snapdragon Auto, Snapdragon Compute, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Wearables",,23-Feb,NULL,2022-09-02T12:15:08.997,2022-09-08T20:18:40.510,MEDIUM,HIGH,HIGH,HIGH,NONE,PHYSICAL,LOW,NONE,CWE-347,"The product does not verify, or incorrectly verifies, the cryptographic signature for data. "
4139,CVE-2021-35134,"Due to insufficient validation of ELF headers, an Incorrect Calculation of Buffer Size can occur in Boot leading to memory corruption in Snapdragon Connectivity, Snapdragon Industrial IOT, Snapdragon Mobile",,23-Feb,NULL,2022-09-02T12:15:09.227,2023-04-19T17:10:55.030,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,NONE,CWE-131,"The product does not correctly calculate the size to be used when allocating a buffer, which could lead to a buffer overflow. "
4140,CVE-2022-20235,"The PowerVR GPU kernel driver maintains an ""Information Page"" used by its cache subsystem. This page can only be written by the GPU driver itself, but prior to DDK 1.18 however, a user-space program could write arbitrary data to the page, leading to memory corruption issues.Product: AndroidVersions: Android SoCAndroid ID: A-259967780",,23-Feb,NULL,2023-01-26T21:15:26.480,2023-08-08T14:21:49.707,MEDIUM,NONE,HIGH,NONE,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4141,CVE-2022-32635,"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07573237; Issue ID: ALPS07573237.",,23-Feb,NULL,2023-01-03T21:15:11.540,2023-08-08T14:21:49.707,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4142,CVE-2022-32636,"In keyinstall, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07510064; Issue ID: ALPS07510064.",,23-Feb,NULL,2023-01-03T21:15:11.587,2023-08-08T14:21:49.707,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4143,CVE-2022-32637,"In hevc decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07491374; Issue ID: ALPS07491374.",,23-Feb,NULL,2023-01-03T21:15:11.637,2023-08-08T14:21:49.707,MEDIUM,HIGH,HIGH,HIGH,HIGH,LOCAL,LOW,NONE,CWE-787,"The product writes data past the end, or before the beginning, of the intended buffer. "
4144,CVE-2022-33255,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,,23-Feb,NULL,2023-01-09T08:15:12.097,2023-04-19T17:10:55.030,MEDIUM,HIGH,NONE,NONE,NONE,ADJACENT_NETWORK,LOW,NONE,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
4145,CVE-2022-23960,"Certain Arm Cortex and Neoverse processors through 2022-03-08 do not properly restrict cache speculation, aka Spectre-BHB. An attacker can leverage the shared branch history in the Branch History Buffer (BHB) to influence mispredicted branches. Then, cache allocation can allow the attacker to obtain sensitive information.",,23-Feb,NULL,2022-03-13T00:15:07.990,2023-01-20T02:34:50.987,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,HIGH,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
4146,CVE-2022-25725,Denial of service in MODEM due to improper pointer handling,,23-Feb,NULL,2023-01-09T08:15:11.667,2023-04-19T17:10:55.030,MEDIUM,NONE,NONE,HIGH,LOW,LOCAL,LOW,NONE,CWE-763,"The product attempts to return a memory resource to the system, but it calls the wrong release function or calls the appropriate release function incorrectly. "
4147,CVE-2022-25746,Memory corruption in kernel due to missing checks when updating the access rights of a memextent mapping.,,23-Feb,NULL,2023-01-09T08:15:11.730,2023-04-19T17:10:55.030,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,CWE-120,"The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
4148,CVE-2022-33252,Information disclosure due to buffer over-read in WLAN while handling IBSS beacons frame.,,23-Feb,NULL,2023-01-09T08:15:11.947,2023-04-19T17:10:55.030,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-125,"The product reads data past the end, or before the beginning, of the intended buffer. "
