CVE,SPL,SMR,Year,Month,Date_lg,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity_asb,vul_true,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2020-10732,21-Feb,,2021,02,2021-02-01,4352,2021,01,1/5/21,,"A-170658976,",http://android.googlesource.com/kernel/common/+/1d605416fb7175e1adf094251466caa52093b413,ID,High,,ELF core dumps,,A flaw was found in the Linux kernel's implementation of Userspace core dumps. This flaw allows an attacker with a local account to crash a trivial program and exfiltrate private kernel data.,,2020-06-12T14:15:11.277,2023-06-06T13:46:20.090,CWE-908,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,LOW,4.4,MEDIUM,Use of Uninitialized Resource,2021-01-01
CVE-2020-10732,21-Feb,,2021,02,2021-02-01,4352,2021,01,1/5/21,,"A-170658976,",http://android.googlesource.com/kernel/common/+/1d605416fb7175e1adf094251466caa52093b413,ID,High,,ELF core dumps,,A flaw was found in the Linux kernel's implementation of Userspace core dumps. This flaw allows an attacker with a local account to crash a trivial program and exfiltrate private kernel data.,,2020-06-12T14:15:11.277,2023-06-06T13:46:20.090,CWE-908,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,LOW,4.4,MEDIUM,Use of Uninitialized Resource,2021-01-01
CVE-2020-10732,21-Feb,,2021,02,2021-02-01,4352,2021,01,1/5/21,,"A-170658976,",http://android.googlesource.com/kernel/common/+/1d605416fb7175e1adf094251466caa52093b413,ID,High,,ELF core dumps,,A flaw was found in the Linux kernel's implementation of Userspace core dumps. This flaw allows an attacker with a local account to crash a trivial program and exfiltrate private kernel data.,,2020-06-12T14:15:11.277,2023-06-06T13:46:20.090,CWE-908,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,LOW,4.4,MEDIUM,Use of Uninitialized Resource,2021-01-01
CVE-2020-10732,21-Feb,,2021,02,2021-02-01,4352,2021,01,1/5/21,,"A-170658976,",http://android.googlesource.com/kernel/common/+/1d605416fb7175e1adf094251466caa52093b413,ID,High,,ELF core dumps,,A flaw was found in the Linux kernel's implementation of Userspace core dumps. This flaw allows an attacker with a local account to crash a trivial program and exfiltrate private kernel data.,,2020-06-12T14:15:11.277,2023-06-06T13:46:20.090,CWE-908,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,LOW,4.4,MEDIUM,Use of Uninitialized Resource,2021-01-01
CVE-2020-10766,21-Feb,,2021,02,2021-02-01,4353,2021,01,1/5/21,,"A-169505740,",https://android.googlesource.com/kernel/common/+/dbbe2ad02e9df26e372f38cc3e70dab9222c832e,ID,High,,Speculative execution,,A logic bug flaw was found in Linux kernel before 5.8-rc1 in the implementation of SSBD. A bug in the logic handling allows an attacker with a local account to disable SSBD protection during a context switch when additional speculative execution mitigations are in place. This issue was introduced when the per task/process conditional STIPB switching was added on top of the existing SSBD switching. The highest threat from this vulnerability is to confidentiality.,5.8,2020-09-15T23:15:12.143,2023-11-07T03:14:21.980,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-01-01
CVE-2020-10766,21-Feb,,2021,02,2021-02-01,4353,2021,01,1/5/21,,"A-169505740,",https://android.googlesource.com/kernel/common/+/dbbe2ad02e9df26e372f38cc3e70dab9222c832e,ID,High,,Speculative execution,,A logic bug flaw was found in Linux kernel before 5.8-rc1 in the implementation of SSBD. A bug in the logic handling allows an attacker with a local account to disable SSBD protection during a context switch when additional speculative execution mitigations are in place. This issue was introduced when the per task/process conditional STIPB switching was added on top of the existing SSBD switching. The highest threat from this vulnerability is to confidentiality.,5.8,2020-09-15T23:15:12.143,2023-11-07T03:14:21.980,CWE-440,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,"A feature, API, or function does not perform according to its specification. ",2021-01-01
CVE-2020-10766,21-Feb,,2021,02,2021-02-01,4353,2021,01,1/5/21,,"A-169505740,",https://android.googlesource.com/kernel/common/+/dbbe2ad02e9df26e372f38cc3e70dab9222c832e,ID,High,,Speculative execution,,A logic bug flaw was found in Linux kernel before 5.8-rc1 in the implementation of SSBD. A bug in the logic handling allows an attacker with a local account to disable SSBD protection during a context switch when additional speculative execution mitigations are in place. This issue was introduced when the per task/process conditional STIPB switching was added on top of the existing SSBD switching. The highest threat from this vulnerability is to confidentiality.,5.8,2020-09-15T23:15:12.143,2023-11-07T03:14:21.980,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-01-01
CVE-2020-10766,21-Feb,,2021,02,2021-02-01,4353,2021,01,1/5/21,,"A-169505740,",https://android.googlesource.com/kernel/common/+/dbbe2ad02e9df26e372f38cc3e70dab9222c832e,ID,High,,Speculative execution,,A logic bug flaw was found in Linux kernel before 5.8-rc1 in the implementation of SSBD. A bug in the logic handling allows an attacker with a local account to disable SSBD protection during a context switch when additional speculative execution mitigations are in place. This issue was introduced when the per task/process conditional STIPB switching was added on top of the existing SSBD switching. The highest threat from this vulnerability is to confidentiality.,5.8,2020-09-15T23:15:12.143,2023-11-07T03:14:21.980,CWE-440,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,"A feature, API, or function does not perform according to its specification. ",2021-01-01
CVE-2020-10766,21-Feb,,2021,02,2021-02-01,4353,2021,01,1/5/21,,"A-169505740,",https://android.googlesource.com/kernel/common/+/dbbe2ad02e9df26e372f38cc3e70dab9222c832e,ID,High,,Speculative execution,,A logic bug flaw was found in Linux kernel before 5.8-rc1 in the implementation of SSBD. A bug in the logic handling allows an attacker with a local account to disable SSBD protection during a context switch when additional speculative execution mitigations are in place. This issue was introduced when the per task/process conditional STIPB switching was added on top of the existing SSBD switching. The highest threat from this vulnerability is to confidentiality.,5.8,2020-09-15T23:15:12.143,2023-11-07T03:14:21.980,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-01-01
CVE-2020-10766,21-Feb,,2021,02,2021-02-01,4353,2021,01,1/5/21,,"A-169505740,",https://android.googlesource.com/kernel/common/+/dbbe2ad02e9df26e372f38cc3e70dab9222c832e,ID,High,,Speculative execution,,A logic bug flaw was found in Linux kernel before 5.8-rc1 in the implementation of SSBD. A bug in the logic handling allows an attacker with a local account to disable SSBD protection during a context switch when additional speculative execution mitigations are in place. This issue was introduced when the per task/process conditional STIPB switching was added on top of the existing SSBD switching. The highest threat from this vulnerability is to confidentiality.,5.8,2020-09-15T23:15:12.143,2023-11-07T03:14:21.980,CWE-440,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,"A feature, API, or function does not perform according to its specification. ",2021-01-01
CVE-2020-10766,21-Feb,,2021,02,2021-02-01,4353,2021,01,1/5/21,,"A-169505740,",https://android.googlesource.com/kernel/common/+/dbbe2ad02e9df26e372f38cc3e70dab9222c832e,ID,High,,Speculative execution,,A logic bug flaw was found in Linux kernel before 5.8-rc1 in the implementation of SSBD. A bug in the logic handling allows an attacker with a local account to disable SSBD protection during a context switch when additional speculative execution mitigations are in place. This issue was introduced when the per task/process conditional STIPB switching was added on top of the existing SSBD switching. The highest threat from this vulnerability is to confidentiality.,5.8,2020-09-15T23:15:12.143,2023-11-07T03:14:21.980,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2021-01-01
CVE-2020-10766,21-Feb,,2021,02,2021-02-01,4353,2021,01,1/5/21,,"A-169505740,",https://android.googlesource.com/kernel/common/+/dbbe2ad02e9df26e372f38cc3e70dab9222c832e,ID,High,,Speculative execution,,A logic bug flaw was found in Linux kernel before 5.8-rc1 in the implementation of SSBD. A bug in the logic handling allows an attacker with a local account to disable SSBD protection during a context switch when additional speculative execution mitigations are in place. This issue was introduced when the per task/process conditional STIPB switching was added on top of the existing SSBD switching. The highest threat from this vulnerability is to confidentiality.,5.8,2020-09-15T23:15:12.143,2023-11-07T03:14:21.980,CWE-440,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,"A feature, API, or function does not perform according to its specification. ",2021-01-01
CVE-2020-11233,21-Feb,,2021,02,2021-02-01,4356,2021,01,1/5/21,,"A-170138863,,QC-CR#2257789",https://source.codeaurora.org/quic/le/kernel/lk/commit/?id=d87aa073d641fd955330754008563549146235db,,High,,Kernel,,"Time-of-check time-of-use race condition While processing partition entries due to newly created buffer was read again from mmc without validation in Snapdragon Auto, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-06-09T05:15:07.280,2021-06-11T17:04:23.877,CWE-367,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition,2021-01-01
CVE-2020-11239,21-Feb,,2021,02,2021-02-01,4357,2021,01,1/5/21,,"A-168722551,,QC-CR#2744826",https://source.codeaurora.org/quic/la/kernel/msm-3.18/commit/?id=20e2434473b259b40b590099da9fbce02a37cc8a,,High,,Display,,"Use after free issue when importing a DMA buffer by using the CPU address of the buffer due to attachment is not cleaned up properly in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-06-09T05:15:07.380,2021-06-15T19:41:03.107,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2021-01-01
CVE-2020-11240,21-Feb,,2021,02,2021-02-01,4358,2021,01,1/5/21,,"A-170138526,,QC-CR#2702760","https://source.codeaurora.org/quic/la/kernel/msm-4.9/commit/?id=2e138f8bc21ac08898547d2320e11c073073216d,https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=bbabced5e1467c10293c8f419c5fcee2a5a63235,https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=1afe9f760cd54ebba2fd7f",,High,,Camera,,"Memory corruption due to ioctl command size was incorrectly set to the size of a pointer and not enough storage is allocated for the copy of the user argument in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-06-09T05:15:07.417,2021-06-15T19:26:09.827,CWE-131,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Calculation of Buffer Size,2021-01-01
CVE-2020-11250,21-Feb,,2021,02,2021-02-01,4359,2021,01,1/5/21,,"A-170139097,,QC-CR#2734543",https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=827c2fcadb0569bd94bdff386483fb404145687b,,High,,Audio,,"Use after free due to race condition when reopening the device driver repeatedly in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.470,2021-06-11T17:20:34.747,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-01-01
CVE-2020-11250,21-Feb,,2021,02,2021-02-01,4359,2021,01,1/5/21,,"A-170139097,,QC-CR#2734543",https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=827c2fcadb0569bd94bdff386483fb404145687b,,High,,Audio,,"Use after free due to race condition when reopening the device driver repeatedly in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.470,2021-06-11T17:20:34.747,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2021-01-01
CVE-2020-11250,21-Feb,,2021,02,2021-02-01,4359,2021,01,1/5/21,,"A-170139097,,QC-CR#2734543",https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=827c2fcadb0569bd94bdff386483fb404145687b,,High,,Audio,,"Use after free due to race condition when reopening the device driver repeatedly in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.470,2021-06-11T17:20:34.747,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-01-01
CVE-2020-11250,21-Feb,,2021,02,2021-02-01,4359,2021,01,1/5/21,,"A-170139097,,QC-CR#2734543",https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=827c2fcadb0569bd94bdff386483fb404145687b,,High,,Audio,,"Use after free due to race condition when reopening the device driver repeatedly in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.470,2021-06-11T17:20:34.747,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2021-01-01
CVE-2020-11261,21-Feb,,2021,02,2021-02-01,4360,2021,01,1/5/21,,"A-161373974,,QC-CR#2742124",https://source.codeaurora.org/quic/la/kernel/msm-4.19/commit/?id=b8d6a6665e15224b6913c48ac6641d6a9f42db61,,High,,Display,,"Memory corruption due to improper check to return error when user application requests memory allocation of a huge size in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-06-09T05:15:07.643,2021-06-16T18:28:19.220,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2021-01-01
CVE-2020-11262,21-Feb,,2021,02,2021-02-01,4361,2021,01,1/5/21,,"A-170138789,,QC-CR#2742711",https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=10527de01e5fb34139487a3bc4e4dbbfa97eae0e,,High,,Display,,"A race between command submission and destroying the context can cause an invalid context being added to the list leads to use after free issue. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-06-09T05:15:07.670,2021-06-16T18:34:53.437,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-01-01
CVE-2020-11262,21-Feb,,2021,02,2021-02-01,4361,2021,01,1/5/21,,"A-170138789,,QC-CR#2742711",https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=10527de01e5fb34139487a3bc4e4dbbfa97eae0e,,High,,Display,,"A race between command submission and destroying the context can cause an invalid context being added to the list leads to use after free issue. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-06-09T05:15:07.670,2021-06-16T18:34:53.437,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2021-01-01
CVE-2020-11262,21-Feb,,2021,02,2021-02-01,4361,2021,01,1/5/21,,"A-170138789,,QC-CR#2742711",https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=10527de01e5fb34139487a3bc4e4dbbfa97eae0e,,High,,Display,,"A race between command submission and destroying the context can cause an invalid context being added to the list leads to use after free issue. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-06-09T05:15:07.670,2021-06-16T18:34:53.437,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2021-01-01
CVE-2020-11262,21-Feb,,2021,02,2021-02-01,4361,2021,01,1/5/21,,"A-170138789,,QC-CR#2742711",https://source.codeaurora.org/quic/la/kernel/msm-4.14/commit/?id=10527de01e5fb34139487a3bc4e4dbbfa97eae0e,,High,,Display,,"A race between command submission and destroying the context can cause an invalid context being added to the list leads to use after free issue. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",,2021-06-09T05:15:07.670,2021-06-16T18:34:53.437,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2021-01-01
CVE-2020-11126,21-Feb,,2021,02,2021-02-01,4364,2021,01,1/5/21,,A-170139227,,,High,,Closed-source component,,"Possible out of bound read while WLAN frame parsing due to lack of check for body and header length in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:06.937,2021-06-14T21:00:11.803,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,HIGH,9.1,CRITICAL,Out-of-bounds Read,2021-01-01
CVE-2020-11159,21-Feb,,2021,02,2021-02-01,4365,2021,01,1/5/21,,A-170138666,,,High,,Closed-source component,,"Buffer over-read can happen while processing WPA,RSN IE of beacon and response frames if IE length is less than length of frame pointer being accessed in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.097,2021-06-15T17:33:20.907,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,HIGH,9.1,CRITICAL,Out-of-bounds Read,2021-01-01
CVE-2020-11181,21-Feb,,2021,02,2021-02-01,4366,2021,01,1/5/21,,A-168051034,,,High,,Closed-source component,,"Out of bound access issue while handling cvp process control command due to improper validation of buffer pointer received from HLOS in Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile",,2021-01-21T10:15:14.197,2021-07-21T11:39:23.747,CWE-119,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2021-01-01
CVE-2020-11235,21-Feb,,2021,02,2021-02-01,4367,2021,01,1/5/21,,A-170138866,,,High,,Closed-source component,,"Buffer overflow might occur while parsing unified command due to lack of check of input data received in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.313,2021-06-15T19:36:09.137,CWE-190,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2021-01-01
CVE-2020-11238,21-Feb,,2021,02,2021-02-01,4368,2021,01,1/5/21,,A-170139099,,,High,,Closed-source component,,"Possible Buffer over-read in ARP/NS parsing due to lack of check of packet length received in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.347,2021-06-15T19:40:15.277,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2021-01-01
CVE-2020-11241,21-Feb,,2021,02,2021-02-01,4369,2021,01,1/5/21,,A-170139229,,,High,,Closed-source component,,"Out of bound read will happen if EAPOL Key length is less than expected while processing NAN shared key descriptor attribute in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-06-09T05:15:07.443,2021-06-11T17:16:14.807,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read,2021-01-01
CVE-2020-11260,21-Feb,,2021,02,2021-02-01,4370,2021,01,1/5/21,,A-168918332,,,High,,Closed-source component,,"An improper free of uninitialized memory can occur in DIAG services in Snapdragon Compute, Snapdragon Industrial IOT, Snapdragon Mobile",,2021-06-09T05:15:07.617,2021-06-21T14:01:07.887,CWE-908,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Use of Uninitialized Resource,2021-01-01
CVE-2021-0313,21-Jan,,2021,01,2021-01-01,4328,2021,01,1/1/21,,A-170968514,https://android.googlesource.com/platform/frameworks/minikin/+/ffb33bcf2520208166cb29f47c60add9c0e37349,DoS,Critical,"8.0, 8.1, 9, 10, 11",,,"In isWordBreakAfter of LayoutUtils.cpp, there is a possible way to slow or crash a TextView due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-9, Android-10, Android-11, Android-8.0, Android-8.1; Android ID: A-170968514.","Android-9, Android-10, Android-11, Android-8, Android-8",2021-01-11T22:15:13.407,2021-01-13T16:44:34.940,CWE-20,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Improper Input Validation,2021-01-01
CVE-2021-0316,21-Jan,,2021,01,2021-01-01,4346,2021,01,1/1/21,,A-168802990,https://android.googlesource.com/platform/system/bt/+/f328ab46d5419632aec221f95b186ec71077176e,RCE,Critical,"8.0, 8.1, 9, 10, 11",,,"In avrc_pars_vendor_cmd of avrc_pars_tg.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-11, Android-8.0, Android-8.1, Android-9, Android-10; Android ID: A-168802990.","Android-11, Android-8, Android-8, Android-9, Android-10",2021-01-11T22:15:13.503,2021-01-13T16:44:57.723,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2021-01-01
CVE-2020-11225,21-Jan,,2021,01,2021-01-01,5164,2020,12,12/5/20,,"A-168050601,,QC-CR#2724407",https://source.codeaurora.org/quic/qsdk/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/commit/?id=fe1e85068c57d8c4e4557ed6b265ac6b9694c3a1,,Critical,,WLAN,,"Out of bound access in WLAN driver due to lack of validation of array length before copying into array in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-01-21T10:15:14.887,2021-01-29T23:42:09.443,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2020-12-01
CVE-2020-11225,21-Jan,,2021,01,2021-01-01,5164,2020,12,12/5/20,,"A-168050601,,QC-CR#2724407",https://source.codeaurora.org/quic/qsdk/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/commit/?id=fe1e85068c57d8c4e4557ed6b265ac6b9694c3a1,,Critical,,WLAN,,"Out of bound access in WLAN driver due to lack of validation of array length before copying into array in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-01-21T10:15:14.887,2021-01-29T23:42:09.443,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2020-12-01
CVE-2020-11225,21-Jan,,2021,01,2021-01-01,5164,2020,12,12/5/20,,"A-168050601,,QC-CR#2724407",https://source.codeaurora.org/quic/qsdk/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/commit/?id=fe1e85068c57d8c4e4557ed6b265ac6b9694c3a1,,Critical,,WLAN,,"Out of bound access in WLAN driver due to lack of validation of array length before copying into array in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-01-21T10:15:14.887,2021-01-29T23:42:09.443,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2020-12-01
CVE-2020-11225,21-Jan,,2021,01,2021-01-01,5164,2020,12,12/5/20,,"A-168050601,,QC-CR#2724407",https://source.codeaurora.org/quic/qsdk/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn/commit/?id=fe1e85068c57d8c4e4557ed6b265ac6b9694c3a1,,Critical,,WLAN,,"Out of bound access in WLAN driver due to lack of validation of array length before copying into array in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wired Infrastructure and Networking",,2021-01-21T10:15:14.887,2021-01-29T23:42:09.443,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2020-12-01
CVE-2020-3685,21-Jan,,2021,01,2021-01-01,5169,2020,12,12/5/20,,A-157905813,,,Critical,,Closed-source component,,"Pointer variable which is freed is not cleared can result in memory corruption and leads to denial of service in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking",,2021-01-21T10:15:14.963,2021-01-29T23:46:03.037,CWE-415,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Double Free,2020-12-01
